adjmatrix_key,resp_status,age,religion,caste,kannada,tamil,telugu,hindi,urdu,english,educ,villagenative,workflag,savings,electioncard,rationcard,mothertongue_2,Y,Z
1,1,55,1,3,0,0,0,0,0,0,16,1,1,1,1,1,2,0,1
2,2,45,1,3,0,0,1,0,0,0,16,2,2,1,1,3,2,1,0
15,1,30,1,3,0,0,0,0,0,0,10,1,1,2,1,1,2,0,1
16,2,20,1,3,0,0,0,0,0,0,10,2,2,2,3,3,2,0,0
21,1,45,1,3,0,0,1,0,0,0,10,1,1,2,1,1,2,0,1
22,2,35,1,3,0,0,0,0,0,0,7,2,1,1,1,1,2,1,0
26,1,45,1,3,0,0,1,0,0,1,14,1,1,1,1,1,2,0,1
30,3,45,1,3,0,0,0,0,0,0,16,2,1,2,1,1,2,0,0
44,1,60,1,3,0,1,1,0,0,0,5,1,1,1,1,1,2,0,1
45,2,50,1,3,0,0,0,0,0,0,2,2,1,2,1,1,2,1,0
46,3,20,1,3,0,0,0,0,0,0,8,1,1,1,1,1,2,0,0
47,3,18,1,3,0,0,0,0,0,0,10,1,1,2,3,1,2,0,0
49,1,40,1,3,0,0,1,0,0,0,12,1,1,1,1,1,2,1,1
50,2,33,1,3,0,0,1,0,0,0,16,2,1,1,1,1,2,1,0
53,1,73,1,3,0,0,1,0,0,0,16,1,1,2,1,1,2,0,1
54,2,68,1,3,0,0,1,0,0,0,3,2,1,2,1,1,2,0,0
55,3,32,1,3,0,1,1,1,0,0,8,1,1,2,1,3,2,0,1
56,3,30,1,3,0,0,0,0,0,0,5,2,1,2,1,3,2,0,0
59,3,19,1,3,0,0,0,0,0,0,10,1,1,2,3,1,2,0,0
60,1,50,1,3,0,1,1,0,0,0,10,1,1,1,1,1,2,0,1
61,2,45,1,3,0,0,0,0,0,0,10,2,1,1,1,1,2,1,0
63,1,50,1,3,0,0,1,0,0,0,10,1,1,1,1,1,2,0,1
64,2,30,1,3,0,0,1,0,0,0,16,2,1,1,1,1,2,1,0
81,1,45,1,1,0,0,1,0,0,0,16,1,1,2,1,1,2,0,1
82,2,40,1,1,0,0,0,0,0,0,16,2,2,2,1,1,2,0,0
83,3,18,1,1,0,0,0,0,0,0,12,1,2,2,3,1,2,0,0
107,1,40,1,1,0,0,1,0,0,0,10,1,1,1,1,1,2,0,1
108,2,30,1,1,0,0,1,0,0,0,16,2,1,2,1,1,2,0,0
116,1,32,1,3,0,0,0,0,0,0,10,1,1,1,1,1,2,0,1
117,2,26,1,3,0,0,1,0,0,0,10,2,1,1,1,1,2,1,0
121,1,43,1,1,0,0,1,0,0,0,16,1,1,2,1,1,2,0,1
122,2,39,1,1,0,0,1,0,0,0,16,2,1,1,1,1,2,0,0
131,1,48,1,1,0,1,1,0,0,0,5,2,1,1,1,1,2,0,1
132,2,46,1,1,0,0,0,0,0,0,10,1,1,1,1,1,2,0,0
134,3,21,1,1,0,0,1,0,0,1,13,1,2,2,3,1,2,0,0
147,1,65,1,3,0,0,1,0,0,0,3,1,2,2,1,1,2,0,1
148,2,50,1,3,0,0,0,0,0,0,5,2,1,1,1,1,2,1,0
149,3,20,1,3,0,0,0,0,0,0,12,1,2,2,3,1,2,0,0
152,3,50,1,3,0,0,0,0,0,0,16,1,2,2,1,1,2,0,0
153,1,50,1,3,0,0,1,0,0,0,16,1,1,2,1,3,2,0,1
154,2,35,1,3,0,0,0,0,0,0,16,1,2,1,1,3,2,1,0
175,1,80,1,1,0,0,1,0,0,0,16,1,2,1,1,1,2,0,0
177,3,40,1,1,0,1,1,0,0,0,16,2,2,2,1,1,2,0,0
180,1,80,1,1,0,0,1,0,0,0,16,1,1,2,1,1,2,0,1
181,2,50,1,1,0,0,1,0,0,0,16,2,1,1,1,1,2,1,0
182,3,20,1,1,0,0,1,0,0,1,15,1,1,1,3,1,2,1,0
185,2,30,1,2,0,1,1,0,0,0,16,2,1,2,1,1,2,0,0
192,1,38,1,1,0,1,1,0,0,0,4,1,1,2,1,1,2,0,1
193,2,28,1,1,0,0,0,0,0,0,16,2,1,2,1,1,2,0,0
206,1,70,1,1,0,0,0,0,0,0,16,1,1,2,1,1,2,0,1
207,2,65,1,1,0,0,0,0,0,0,16,2,2,2,1,1,2,0,0
208,3,18,1,1,0,0,0,0,0,0,10,1,2,2,3,1,2,0,0
209,3,40,1,1,0,0,0,0,0,0,16,1,2,2,1,1,2,0,0
213,1,45,1,1,0,0,1,0,0,0,2,1,1,2,1,1,2,0,1
214,2,39,1,1,0,0,0,0,0,0,4,2,2,2,1,1,2,0,0
215,3,21,1,1,0,0,0,0,0,0,10,1,2,1,1,1,2,1,0
225,1,48,1,3,0,0,0,0,0,0,16,1,1,2,1,1,2,0,1
226,2,40,1,3,0,0,0,0,0,0,16,2,2,1,1,1,2,0,0
228,1,40,1,3,0,0,1,0,0,0,5,1,1,1,1,3,2,0,1
229,2,36,1,3,0,0,1,0,0,0,10,2,2,1,1,3,2,1,0
241,1,50,1,3,0,0,0,0,0,0,16,1,1,1,1,1,2,0,1
242,2,40,1,3,0,0,0,0,0,0,16,2,2,1,1,1,2,0,0
244,3,19,1,3,0,0,0,0,0,0,12,1,1,2,3,1,2,0,0
245,1,40,1,3,0,0,1,0,0,0,10,1,1,2,1,1,2,0,1
246,2,36,1,3,0,0,1,0,0,0,9,2,2,1,1,1,2,1,0
255,1,50,1,3,0,1,1,0,0,0,16,1,1,2,2,1,2,0,1
256,2,45,1,3,0,0,0,0,0,0,16,2,2,2,1,1,2,0,0
257,3,20,1,3,0,0,0,0,0,0,10,1,2,2,3,1,2,0,0
258,3,18,1,3,0,0,0,0,0,0,9,1,1,2,3,1,2,0,0
