adjmatrix_key,resp_status,age,religion,caste,kannada,tamil,telugu,hindi,urdu,english,educ,villagenative,workflag,savings,electioncard,rationcard,mothertongue_2,Y,Z
7,1,35,1,3,1,0,0,0,0,0,10,1,1,1,1,3,6,0,1
8,2,25,1,3,1,0,0,0,0,0,16,2,2,2,1,3,6,0,0
11,1,52,1,1,1,0,0,0,0,0,10,1,1,2,3,1,6,0,1
14,3,50,1,1,1,0,0,0,0,0,16,1,1,1,1,1,6,1,0
15,1,60,1,1,1,0,0,0,0,0,16,1,1,1,1,1,6,0,1
16,2,50,1,1,1,0,0,0,0,0,16,2,1,1,1,1,6,1,0
26,1,40,1,1,1,0,0,0,0,0,16,1,1,2,1,1,6,0,1
27,2,35,1,1,0,0,1,0,0,0,16,2,1,2,1,1,2,0,0
32,1,50,1,1,0,0,1,0,0,0,16,1,1,1,1,1,2,0,1
33,2,45,1,1,1,0,0,0,0,0,16,2,1,2,1,1,6,0,0
42,1,40,1,2,1,0,0,0,0,0,16,1,1,2,1,1,6,0,1
43,2,38,1,2,1,0,0,0,0,0,16,2,1,2,1,1,6,0,0
51,2,48,1,1,1,0,0,0,0,0,16,1,1,2,1,1,6,0,0
77,1,56,1,3,0,0,1,0,0,0,9,1,1,1,1,1,2,0,1
78,2,45,1,3,0,0,1,0,0,0,8,2,1,2,1,1,6,0,0
81,1,50,1,3,0,0,0,0,0,0,16,1,1,2,2,1,6,0,0
82,1,55,1,3,0,0,1,0,0,0,16,1,1,2,2,1,2,0,1
83,2,48,1,3,1,0,0,0,0,0,16,2,1,2,1,1,6,0,0
84,3,30,1,3,0,0,1,0,0,0,7,1,1,2,3,1,2,0,1
85,3,22,1,3,1,0,0,0,0,0,16,2,2,2,3,1,6,0,0
89,1,60,1,1,0,0,1,0,0,0,16,1,2,2,1,1,2,0,1
90,2,50,1,1,0,0,1,0,0,0,5,1,2,1,1,1,2,0,0
92,1,27,1,1,0,0,1,0,0,0,10,1,1,1,1,1,2,0,1
96,1,50,1,3,0,0,1,0,0,0,10,1,1,1,1,1,2,0,1
97,2,47,1,3,0,0,1,0,0,0,16,2,2,1,1,1,2,1,0
98,3,22,1,3,0,0,1,0,0,0,10,1,2,2,3,1,2,0,0
109,1,60,1,3,0,0,1,0,0,0,13,1,1,1,1,1,2,0,1
110,2,50,1,3,0,0,1,0,0,0,10,1,1,1,1,1,2,1,0
111,3,18,1,3,1,0,0,0,0,0,10,1,2,1,3,1,6,1,0
115,1,35,1,3,0,0,1,0,0,0,10,1,1,2,1,1,2,0,1
116,2,28,1,3,1,0,0,0,0,0,16,2,1,2,1,1,6,0,0
125,1,45,1,3,1,0,0,0,0,0,7,1,1,1,1,1,6,0,1
126,2,40,1,3,0,0,1,0,0,0,7,2,1,1,1,1,2,0,0
130,1,60,1,3,0,0,1,0,0,0,10,1,2,1,1,1,2,0,1
131,2,50,1,3,0,0,1,0,0,0,16,2,1,1,1,1,2,1,0
132,3,29,1,3,0,0,1,0,0,0,10,1,1,2,1,1,2,0,1
133,3,24,1,3,0,0,1,0,0,0,14,2,2,2,3,3,2,0,0
142,1,52,1,3,0,0,1,0,0,0,10,1,1,2,3,1,2,0,1
143,2,40,1,3,0,0,1,0,0,0,7,2,1,1,3,1,2,1,0
146,1,38,1,3,0,0,1,0,0,0,4,1,1,2,1,1,2,0,1
147,2,35,1,3,0,0,1,0,0,0,16,2,1,2,1,1,2,0,0
156,1,54,1,3,0,0,1,0,0,0,7,1,1,2,2,1,2,0,1
157,2,50,1,3,0,0,1,0,0,0,16,2,1,2,1,1,2,0,0
159,1,45,1,3,0,0,1,0,0,0,12,1,1,1,1,1,2,0,1
160,2,40,1,3,0,0,1,0,0,0,10,2,1,1,1,1,2,1,0
161,3,19,1,3,0,0,1,0,0,1,15,1,2,2,3,1,2,0,0
175,1,45,1,3,0,0,1,0,0,0,10,1,1,2,1,1,2,0,1
176,2,40,1,3,0,0,1,0,0,0,10,2,1,2,1,1,2,0,0
179,1,48,1,3,0,0,1,0,0,0,10,1,1,2,1,1,2,0,1
180,2,42,1,3,0,0,1,0,0,0,16,2,1,2,1,1,2,0,0
185,3,40,1,3,0,0,1,0,0,0,4,2,1,1,1,1,2,1,0
201,1,45,1,1,0,0,1,0,0,0,16,1,1,2,1,1,2,0,1
202,2,35,1,1,0,0,1,0,0,0,8,2,1,1,1,1,2,1,0
216,1,45,1,1,0,0,1,0,0,0,16,1,1,1,1,1,2,0,1
217,2,40,1,1,0,0,1,0,0,0,5,2,1,1,1,1,2,1,0
220,1,40,1,1,0,0,1,0,0,0,10,1,1,2,1,1,2,0,1
221,2,35,1,1,0,0,1,0,0,0,16,2,1,1,1,1,2,1,0
232,1,50,1,1,0,0,1,0,0,0,16,1,1,2,1,1,2,0,1
233,2,45,1,1,0,0,1,0,0,0,16,2,1,1,1,1,2,1,0
235,3,18,1,1,0,0,1,0,0,0,9,2,2,2,3,3,2,0,0
236,1,45,1,1,0,0,1,0,0,0,16,1,1,2,1,1,2,0,1
237,2,40,1,1,0,0,1,0,0,0,16,2,2,2,1,1,2,0,0
