adjmatrix_key,resp_status,age,religion,caste,kannada,tamil,telugu,hindi,urdu,english,educ,villagenative,workflag,savings,electioncard,rationcard,mothertongue_2,Y,Z
1,1,40,1,3,1,0,0,0,0,0,11,1,1,1,1,1,6,0,1
2,2,35,1,3,0,0,0,0,0,0,7,2,2,1,1,1,6,0,0
12,1,38,1,3,0,0,1,0,0,0,14,1,1,1,2,1,2,0,1
13,2,28,1,3,0,0,1,0,0,0,11,2,2,2,1,1,2,0,0
27,2,43,1,3,1,0,0,0,0,0,10,2,2,2,1,1,6,0,0
31,1,56,1,3,1,0,0,0,0,0,10,1,1,1,1,1,6,0,1
32,2,50,1,3,1,0,0,0,0,0,9,2,2,1,1,1,6,0,0
33,3,25,1,3,1,0,0,0,0,1,13,1,2,2,1,1,6,0,0
48,1,49,1,3,0,0,1,0,0,0,7,1,1,1,1,1,2,0,1
49,2,42,1,3,0,0,1,0,0,0,16,2,2,2,1,1,2,0,0
53,1,60,1,1,1,0,0,0,0,0,5,1,1,2,1,1,6,0,1
54,2,50,1,1,0,0,0,0,0,0,16,2,2,2,3,1,6,0,0
55,3,30,1,1,1,0,0,0,0,0,7,1,2,2,3,1,6,0,0
57,1,35,1,1,1,0,0,0,0,0,2,2,1,2,1,1,6,0,0
58,1,35,1,2,1,0,0,0,0,0,10,1,1,1,1,1,6,0,1
59,2,30,1,2,1,0,0,0,0,0,16,2,2,1,3,1,6,1,0
62,1,60,1,3,1,0,0,0,0,0,16,2,2,1,1,1,6,1,0
64,3,22,1,3,1,0,0,0,0,0,10,1,2,2,3,1,6,0,0
65,3,20,1,3,1,0,0,0,0,0,9,1,2,2,1,1,6,0,0
68,1,60,1,3,0,0,0,0,0,0,16,1,1,1,1,1,6,0,1
69,2,52,1,1,1,0,0,0,0,0,16,2,1,1,1,1,6,1,0
71,3,21,1,3,1,0,0,0,0,0,9,1,2,2,3,1,6,0,0
85,1,60,1,3,0,0,0,0,0,0,16,1,1,2,1,1,6,0,1
86,2,55,1,3,0,0,0,0,0,0,16,2,2,2,1,1,6,0,0
87,3,30,1,3,1,0,0,0,0,0,9,1,1,1,1,1,6,0,1
88,3,29,1,3,1,0,0,0,0,0,10,2,2,2,1,1,6,0,0
91,3,34,1,3,1,1,0,1,0,0,10,1,1,1,1,1,6,0,1
92,3,25,1,3,1,0,0,0,0,0,10,2,2,2,3,1,6,0,0
95,1,41,1,3,0,0,1,0,0,0,8,1,1,1,1,1,2,0,1
96,2,36,1,3,1,0,0,0,0,0,7,2,2,1,1,1,6,0,0
98,3,18,1,3,0,0,1,0,0,0,12,1,2,2,3,1,2,0,0
103,1,40,1,3,1,0,0,0,1,0,9,1,1,2,1,1,6,0,1
104,2,32,1,3,1,0,0,0,0,0,10,2,2,2,1,1,6,0,0
107,1,40,1,3,0,0,1,0,0,0,4,1,1,2,1,1,2,0,1
108,2,38,1,3,1,0,0,0,0,0,16,2,1,1,2,1,6,1,0
135,1,53,1,3,0,0,1,0,0,0,8,1,1,1,1,1,2,0,1
136,2,46,1,3,1,0,0,0,0,0,16,2,1,2,1,1,6,0,0
138,3,18,1,3,1,0,0,0,0,0,12,1,2,2,1,1,6,0,0
143,1,34,1,3,0,0,1,0,0,0,14,2,1,2,1,1,2,0,1
144,2,26,1,3,1,0,0,0,0,0,10,1,2,1,1,1,6,0,0
148,1,50,1,3,0,0,1,0,0,0,7,1,1,2,1,1,2,0,1
149,2,40,1,3,1,0,0,0,0,0,5,2,1,1,3,1,6,0,0
156,1,40,1,3,1,0,0,1,0,1,12,1,1,1,1,1,6,0,1
157,2,30,1,3,0,0,0,0,0,0,16,2,1,2,1,1,6,0,0
177,1,45,1,3,1,0,0,0,0,0,5,1,1,1,1,1,6,0,1
178,2,40,1,3,0,0,0,0,0,0,16,2,1,2,1,1,6,0,0
181,1,32,1,3,0,0,1,0,0,0,10,1,1,2,1,2,2,0,1
182,2,28,1,3,1,0,0,0,0,0,9,2,1,2,1,1,6,0,0
197,1,45,1,3,0,0,0,0,0,0,16,1,1,2,1,1,6,0,1
198,2,40,1,3,0,0,0,0,0,0,1,2,1,2,1,1,6,0,0
200,3,18,1,3,1,0,0,0,0,0,12,1,2,2,1,1,6,0,0
201,3,50,1,3,0,0,1,0,0,0,7,1,1,2,1,1,2,0,1
202,3,45,1,3,0,0,0,0,0,0,16,2,1,2,1,1,6,0,0
204,1,40,1,1,0,0,0,0,0,0,16,1,1,2,1,1,6,0,1
205,2,35,1,1,0,0,0,0,0,0,5,2,1,2,3,1,6,0,0
214,1,70,1,3,0,0,1,1,0,1,9,1,2,1,1,3,2,0,1
245,1,40,1,3,0,0,0,0,0,0,16,2,1,2,1,1,6,0,1
246,2,35,1,3,0,0,1,0,0,0,16,1,2,1,1,1,2,1,0
256,1,45,1,2,0,0,0,0,0,0,3,1,1,2,1,1,6,0,1
259,1,56,1,1,1,0,0,0,0,0,16,2,1,2,1,1,6,0,0
260,3,34,1,1,1,0,0,0,0,0,10,1,1,2,1,1,6,0,1
261,3,31,1,1,0,0,1,0,0,0,10,2,1,2,1,1,2,0,0
265,3,32,1,1,0,0,1,0,0,0,15,1,1,1,2,1,2,0,1
268,1,43,1,1,1,0,0,0,0,0,16,1,1,1,1,1,6,0,1
269,2,35,1,1,1,0,0,0,0,0,10,2,2,2,3,1,6,0,0
270,3,18,1,1,1,0,0,0,0,0,12,1,2,2,3,1,6,0,0
281,1,33,1,3,0,0,1,0,1,1,12,1,1,1,1,1,2,0,1
282,2,25,1,3,1,0,0,0,0,0,10,2,2,1,1,1,6,1,0
293,1,42,1,1,0,0,0,0,0,0,16,1,1,2,1,1,6,0,1
294,2,36,1,1,0,0,0,0,0,0,16,2,1,1,1,1,6,1,0
297,1,40,1,1,0,0,1,0,0,0,16,1,1,1,1,1,2,0,1
298,2,37,1,1,0,0,0,0,0,0,16,2,2,1,1,1,6,1,0
306,1,65,1,3,0,0,0,0,0,0,16,1,2,1,1,1,6,0,1
307,2,60,1,3,0,0,1,0,0,0,16,2,2,1,1,1,2,1,0
308,3,34,1,3,1,0,0,0,0,0,15,1,1,2,1,1,6,0,1
309,3,25,1,3,1,0,0,0,0,0,10,2,2,1,1,1,6,1,0
311,3,18,1,3,0,0,1,0,0,0,12,1,2,2,3,1,2,0,0
312,3,36,1,3,0,0,0,0,0,0,16,1,1,1,1,1,6,0,0
331,1,45,1,1,0,0,0,0,0,0,16,2,1,2,1,1,6,0,0
337,1,60,1,1,0,0,1,0,0,0,7,1,1,2,1,1,2,0,1
338,2,54,1,1,0,0,0,0,0,0,16,2,2,2,1,1,6,0,0
339,3,35,1,1,0,0,1,0,0,0,4,1,2,2,1,1,2,0,1
340,3,29,1,1,1,0,0,0,0,0,10,2,2,1,1,1,6,1,0
343,1,69,1,1,0,0,1,0,0,0,16,2,2,2,1,1,2,0,1
344,2,62,1,1,1,0,0,0,0,0,16,1,2,2,1,1,6,0,0
345,3,38,1,1,0,0,1,0,0,0,10,1,1,2,1,1,2,0,1
346,3,30,1,1,0,0,0,0,0,0,16,1,2,2,1,1,6,0,0
360,1,48,1,3,1,0,0,0,0,0,16,2,1,1,1,1,6,1,0
368,1,65,1,3,1,0,0,0,0,0,16,2,1,2,1,1,6,0,1
369,2,50,1,3,0,0,0,0,0,0,16,2,2,2,1,1,6,0,0
377,1,39,1,2,0,0,1,0,0,0,7,1,1,2,1,1,2,0,1
378,2,35,1,2,0,0,0,0,0,0,16,2,1,2,1,1,6,0,0
381,1,45,1,3,1,0,0,0,0,0,1,1,1,2,1,1,6,0,1
382,2,40,1,3,1,0,0,0,0,0,16,2,2,2,1,1,6,0,0
384,1,70,1,3,1,0,0,0,0,0,4,2,1,2,1,1,6,0,1
385,3,40,1,3,1,0,0,0,0,0,10,1,1,1,1,1,6,0,0
386,3,35,1,3,1,0,0,0,0,0,3,2,1,1,1,1,6,1,0
395,1,35,1,3,0,0,1,0,0,0,10,1,1,2,1,3,2,0,1
396,2,30,1,3,0,0,1,0,0,0,9,2,1,2,3,3,2,0,0
400,1,45,1,1,1,0,0,1,0,0,16,1,1,2,1,1,6,0,1
401,2,40,1,1,1,0,0,0,0,0,16,2,1,1,1,1,6,1,0
402,3,18,1,1,1,0,0,0,0,0,12,1,2,2,3,1,6,0,0
404,1,48,1,1,1,0,0,0,0,0,13,1,1,2,1,1,6,0,1
405,2,43,1,1,1,0,0,0,0,0,16,2,2,1,1,1,6,0,0
406,3,23,1,1,1,0,0,1,0,0,7,1,1,1,1,1,6,0,1
407,3,18,1,1,1,0,0,0,0,0,5,2,2,2,1,3,6,0,0
416,1,70,1,2,1,0,0,0,0,0,3,1,1,2,1,1,6,0,1
417,2,67,1,1,0,0,0,0,0,0,16,1,1,2,1,1,6,0,0
419,3,32,1,2,1,0,0,0,0,0,5,2,1,2,1,1,6,0,0
422,1,48,1,2,1,0,0,0,0,0,5,2,1,1,1,1,6,1,0
430,1,54,1,1,0,0,0,0,0,0,16,1,1,2,1,1,6,0,1
431,2,49,1,1,0,0,0,0,0,0,16,2,1,2,1,1,6,0,0
432,3,30,1,1,1,0,0,0,0,0,16,1,1,1,1,1,6,0,1
435,1,65,1,1,0,0,0,0,0,0,16,1,1,1,1,1,6,0,1
436,2,60,1,1,0,0,0,0,0,0,16,2,2,2,1,1,6,0,0
437,3,30,1,1,1,0,0,0,0,0,9,1,2,2,1,3,6,0,0
438,3,35,1,1,1,0,0,0,0,0,7,2,1,2,1,3,6,0,1
441,1,65,1,3,1,0,0,0,0,0,10,1,1,1,1,1,6,1,1
442,2,56,1,3,0,0,0,0,0,0,16,2,2,2,1,1,6,0,0
443,3,30,1,3,0,0,0,0,0,0,3,1,1,2,3,3,6,0,0
454,1,46,1,1,1,0,0,0,0,0,4,1,1,2,1,1,6,0,1
455,2,45,1,1,0,0,0,0,0,0,16,2,2,2,1,1,6,0,0
457,3,20,1,1,1,0,0,0,0,0,9,1,1,2,1,1,6,0,0
461,1,35,1,1,0,0,1,0,0,0,10,1,1,1,2,1,2,0,1
462,2,28,1,1,1,0,0,0,0,0,4,2,1,2,1,1,6,0,0
467,1,50,1,1,0,0,0,0,0,0,16,2,1,2,1,1,6,0,0
481,1,56,1,3,0,0,0,0,0,0,6,1,1,2,1,1,6,0,1
482,2,43,1,3,1,0,0,0,0,0,16,2,1,2,1,1,6,0,0
494,1,38,1,3,1,0,0,0,0,0,9,1,1,1,3,1,6,0,1
495,2,32,1,3,1,0,0,0,0,0,16,2,1,2,1,1,6,0,0
498,1,32,1,3,0,0,1,0,0,0,12,1,1,1,1,1,2,0,1
499,2,31,1,3,1,0,0,0,0,0,10,2,1,1,3,1,6,1,0
504,1,35,1,3,1,0,0,0,0,0,16,1,1,1,1,1,6,1,1
505,2,28,1,3,0,0,1,0,0,0,7,2,2,1,1,1,2,1,0
