adjmatrix_key,resp_status,age,religion,caste,speakother,kannada,tamil,telugu,hindi,urdu,english,educ,villagenative,workflag,savings,electioncard,rationcard,mothertongue_2,Y,Z
371,1,60,1,2,1,1,0,0,0,0,0,16,1,1,2,1,1,6,0,1
386,1,40,1,2,1,0,0,1,0,0,0,16,1,1,2,1,1,6,0,1
403,3,28,1,2,1,0,0,1,0,0,0,11,1,1,1,1,3,2,0,1
407,3,22,1,2,1,0,0,1,0,0,0,7,1,1,2,1,3,2,0,1
409,1,30,1,2,1,0,0,1,0,0,0,3,1,1,2,1,1,2,0,1
419,1,37,1,2,1,0,0,1,0,0,0,16,1,1,2,1,1,2,0,1
423,1,38,1,2,1,0,0,1,0,0,0,10,1,1,2,1,1,2,0,1
428,1,50,1,1,1,0,0,1,0,0,0,16,1,1,2,1,1,2,0,1
434,3,38,1,1,1,1,0,0,0,0,0,16,1,2,1,1,1,6,1,0
441,1,30,1,2,1,1,0,0,0,0,0,13,1,1,1,1,1,6,0,1
457,1,50,2,3,1,1,0,1,1,0,0,7,1,1,1,1,1,7,0,1
458,2,40,2,3,1,1,0,1,0,0,0,4,1,1,1,1,1,7,0,0
461,1,35,1,3,1,0,0,1,0,0,0,7,1,1,2,1,1,2,0,1
465,3,30,1,3,1,0,0,1,0,0,0,12,1,1,2,1,1,2,0,1
469,1,40,1,3,1,0,0,1,0,0,0,16,1,1,2,1,1,2,0,1
473,1,60,1,3,1,1,0,0,0,0,0,16,1,1,2,1,1,6,0,1
478,1,40,1,2,1,0,0,1,0,0,0,4,1,1,2,1,1,2,0,1
487,1,28,1,3,1,0,1,1,1,0,0,12,1,1,1,3,1,2,0,1
493,1,35,1,3,1,0,0,1,0,0,0,16,1,1,2,1,1,2,0,1
497,1,75,1,2,1,1,0,0,0,0,0,16,1,2,2,1,1,6,0,1
499,3,45,1,2,1,1,0,0,0,0,0,4,1,1,2,1,1,6,0,1
500,3,35,1,2,1,1,0,0,0,0,0,16,1,1,2,1,1,6,1,0
503,1,65,1,2,1,1,0,0,0,0,0,16,1,1,1,1,1,6,0,1
505,3,35,1,2,1,0,0,1,0,0,0,16,1,1,2,1,1,2,0,1
511,1,50,1,3,1,0,0,1,0,0,0,9,1,1,1,1,1,2,1,1
513,3,18,1,3,1,0,0,1,0,0,0,13,1,2,2,3,1,2,0,0
515,1,24,1,3,1,0,0,1,0,0,0,12,1,1,1,1,1,2,0,1
523,1,60,1,3,1,0,0,1,0,0,0,3,1,1,2,1,1,2,0,1
525,3,30,1,1,1,0,0,1,0,0,0,7,1,1,2,1,1,2,0,1
529,1,40,1,3,1,0,0,1,0,0,0,7,1,1,1,1,1,2,0,1
536,3,18,1,3,1,0,0,1,0,0,0,12,1,2,2,3,1,2,0,0
543,1,40,1,3,1,0,0,1,0,0,0,3,1,1,1,1,1,2,0,1
555,1,70,1,3,1,0,0,1,0,0,0,16,1,2,2,1,1,2,0,1
556,2,60,1,3,1,1,0,0,0,0,0,2,1,2,1,1,1,6,1,0
557,3,28,1,3,1,0,0,1,0,0,0,5,1,2,1,1,1,2,0,1
560,1,35,1,3,1,0,0,1,0,0,0,16,1,1,2,1,1,2,0,1
561,2,30,1,3,1,0,0,1,0,0,0,16,1,1,1,1,1,2,1,0
564,1,40,1,3,1,0,0,1,0,0,0,16,1,1,2,1,1,2,0,1
568,1,50,1,3,1,0,0,1,0,0,0,10,1,1,1,1,1,2,0,1
621,1,49,1,4,1,0,1,1,1,0,1,14,1,1,1,1,1,2,0,1
632,1,45,1,3,1,0,0,1,0,0,0,8,1,1,2,1,1,2,0,1
634,3,18,1,3,1,0,0,1,0,0,0,13,1,2,2,1,1,2,0,0
637,1,40,1,3,1,0,0,1,0,0,0,9,1,2,2,1,1,2,0,1
638,2,30,1,3,1,0,0,1,0,0,0,7,1,2,2,1,1,2,0,0
643,1,43,1,3,1,0,0,1,0,0,0,7,1,1,2,1,1,2,0,1
648,1,28,1,3,1,0,0,1,0,0,0,12,1,1,1,1,1,2,0,1
661,1,52,1,4,1,0,0,1,0,0,0,10,1,1,1,1,3,2,0,1
663,3,30,1,4,1,0,0,1,0,0,0,12,1,1,1,1,3,2,0,1
666,3,30,1,4,1,0,0,1,0,0,0,8,1,1,1,1,3,2,0,1
669,3,18,1,4,2,0,0,0,0,0,0,10,1,2,1,3,3,2,0,0
707,1,62,1,3,2,0,0,0,0,0,0,16,1,1,1,1,1,2,0,1
709,3,35,1,3,1,0,0,1,0,0,0,3,1,1,1,1,1,2,0,1
716,1,49,1,3,1,1,0,0,0,0,0,7,1,1,1,1,3,2,0,1
719,1,45,1,3,2,0,0,0,0,0,0,4,1,1,2,1,1,2,0,1
738,1,50,1,3,1,0,0,1,0,0,0,5,1,2,2,1,1,2,0,1
740,3,30,1,3,1,0,0,1,0,0,0,12,1,1,2,1,1,2,0,1
744,3,18,1,3,1,0,0,1,0,0,0,7,1,2,2,1,1,2,0,0
749,1,45,1,3,1,0,0,1,0,0,0,5,1,1,2,1,1,2,0,1
753,3,40,1,4,1,0,1,1,0,0,1,12,1,1,-888,1,1,2,0,1
757,3,35,1,4,1,0,0,1,0,0,0,4,1,1,2,1,1,2,0,1
762,1,40,1,3,1,0,0,1,0,0,0,2,1,2,1,1,1,2,0,1
782,1,40,1,3,1,0,0,1,0,0,0,16,1,1,2,1,1,2,0,1
784,3,18,1,3,1,0,0,1,0,0,0,12,1,1,2,3,1,2,0,0
793,1,28,1,3,1,0,0,1,0,0,0,13,1,1,1,1,1,2,0,1
806,1,48,1,3,1,0,0,1,0,0,0,12,1,1,1,1,3,2,0,1
808,3,19,1,3,1,0,0,1,0,0,0,12,1,2,2,3,3,2,0,0
811,1,60,1,3,1,0,0,1,0,0,0,7,1,2,2,1,1,2,0,1
813,3,28,1,3,1,0,0,1,0,0,0,10,1,1,2,1,1,2,0,1
818,1,60,1,3,1,0,0,1,0,0,0,1,1,1,2,1,1,2,0,1
820,3,29,1,3,1,0,0,1,0,0,0,8,1,2,2,1,1,2,0,1
844,2,50,1,3,1,0,0,1,0,0,0,6,1,2,2,2,1,2,0,0
867,1,43,1,3,1,0,0,1,0,0,0,10,1,1,2,1,1,2,0,1
869,3,21,1,3,2,0,0,0,0,0,0,12,1,2,2,1,1,2,0,0
887,1,35,1,3,1,0,0,1,0,0,0,9,1,1,1,1,1,2,0,1
894,1,60,1,3,1,0,0,1,0,0,1,13,1,1,1,1,1,2,0,1
898,1,80,1,3,1,0,0,1,0,0,0,16,1,2,2,1,1,2,0,1
900,3,35,1,3,1,0,0,1,0,0,0,10,1,1,2,1,1,2,0,1
916,1,55,1,3,1,0,0,1,0,1,1,10,1,2,2,1,1,2,0,1
922,1,50,1,3,1,0,0,1,0,0,0,7,1,1,2,1,1,2,0,1
927,3,45,1,3,1,0,0,1,0,0,0,10,1,1,1,1,1,2,0,1
946,1,78,1,4,1,0,0,1,0,0,1,10,1,2,1,1,1,2,0,1
948,3,48,1,3,1,0,0,1,0,0,0,13,1,2,1,1,1,2,0,1
954,3,46,1,3,1,0,0,1,0,0,0,13,1,2,1,1,1,2,0,1
965,1,28,1,4,1,0,0,1,1,0,1,14,1,1,1,1,1,2,0,1
972,1,30,1,3,1,0,0,1,0,0,0,10,1,1,2,1,1,2,0,1
976,1,48,1,3,1,0,0,1,0,0,0,4,1,2,1,1,1,2,0,1
983,1,64,1,3,1,0,0,1,0,0,1,10,1,1,1,1,1,2,0,1
988,1,43,1,4,1,0,0,1,1,0,0,7,1,1,2,1,1,2,0,1
997,1,65,1,4,1,1,0,0,0,0,0,7,1,1,1,1,1,6,0,1
1012,1,45,1,2,1,0,0,1,0,0,0,16,1,1,2,1,1,2,0,1
1017,1,80,1,2,1,0,0,1,0,0,0,16,1,2,2,1,1,2,0,1
1034,1,60,1,2,1,0,0,1,0,0,0,16,1,2,2,1,1,6,0,1
1035,2,40,1,2,1,0,0,1,0,0,0,16,1,1,2,1,1,6,0,1
1036,3,35,1,2,1,1,0,0,0,0,0,10,1,1,2,1,1,6,0,1
1040,1,35,1,4,1,0,0,1,0,0,0,10,1,1,1,1,1,2,1,1
1065,1,40,1,4,1,0,0,1,0,0,0,10,1,1,2,1,1,2,0,1
1078,1,42,1,3,1,0,0,1,0,0,0,8,1,1,2,1,1,2,1,1
1092,1,54,1,2,1,1,0,0,0,0,0,16,1,1,1,1,1,6,0,1
1094,1,40,1,2,1,1,0,0,0,0,0,16,1,1,1,1,1,6,0,1
1103,1,48,1,2,1,1,0,0,0,0,0,16,1,1,2,1,1,6,0,1
1107,2,33,1,2,1,1,0,0,0,0,0,16,1,1,1,1,1,6,0,0
1111,1,40,1,2,1,1,0,0,0,0,0,8,1,1,1,1,1,6,0,1
1114,3,55,1,2,1,1,0,0,0,0,0,16,1,1,2,1,1,6,0,1
1,1,36,1,3,1,0,0,1,1,0,0,13,1,1,1,1,1,2,1,1
5,3,34,1,3,1,0,1,1,1,1,0,12,1,1,1,2,1,2,0,1
6,3,25,1,3,1,0,0,1,0,0,0,10,1,2,2,1,1,2,0,0
9,1,50,1,3,2,0,0,0,0,0,0,9,1,1,2,1,1,2,0,1
14,3,38,1,3,2,0,0,0,0,0,0,16,1,2,2,1,1,2,0,0
20,2,40,1,3,2,0,0,0,0,0,0,16,1,2,2,1,3,2,0,0
22,1,70,1,3,1,0,0,1,0,0,0,2,1,2,2,3,1,2,0,1
24,3,45,1,3,1,0,0,1,0,0,0,1,1,1,2,1,1,2,0,1
46,1,50,1,3,1,0,0,1,0,0,0,16,1,2,2,1,1,2,0,1
49,3,22,1,3,1,0,0,1,0,0,0,7,1,2,2,2,3,2,0,1
75,2,28,1,3,1,0,0,1,0,0,0,7,1,2,1,1,1,2,1,0
78,1,45,1,2,1,0,0,1,0,0,0,7,1,1,1,1,1,2,0,1
97,1,60,1,3,1,0,0,1,0,0,0,16,1,1,2,1,1,2,0,1
98,2,48,1,3,2,0,0,0,0,0,0,16,1,2,1,1,1,2,1,0
107,1,60,1,3,2,0,0,0,0,0,0,16,1,1,2,1,1,2,0,1
109,3,30,1,3,1,0,0,1,0,0,1,13,1,1,2,1,1,2,0,1
113,1,60,1,3,1,0,0,1,0,0,0,16,1,1,2,1,1,2,0,1
115,3,32,1,3,1,0,0,1,0,0,0,6,1,1,2,1,1,2,0,1
127,1,50,1,2,1,0,0,1,0,0,0,7,1,1,1,1,1,2,0,1
146,1,65,1,2,1,0,0,1,0,0,0,16,1,1,2,1,1,2,0,1
148,3,32,1,2,1,0,0,1,0,0,0,8,1,2,1,1,1,2,0,1
165,1,45,1,3,1,0,0,1,0,0,0,16,1,1,1,1,1,2,0,1
166,2,40,1,3,1,0,0,1,0,0,0,16,1,2,2,1,1,2,1,0
167,3,18,1,3,1,0,0,1,0,0,0,11,1,2,2,3,1,2,0,0
174,1,70,1,3,2,0,0,0,0,0,0,16,1,2,2,1,1,2,0,1
176,3,35,1,3,1,0,0,1,0,0,0,16,1,2,2,1,1,2,0,0
177,3,40,1,3,1,0,0,1,0,0,0,16,1,1,2,1,1,2,0,0
188,2,50,1,3,1,0,0,1,0,0,0,16,1,1,2,1,1,2,1,0
189,3,24,1,3,1,0,0,1,0,0,0,7,1,1,2,1,1,2,0,1
194,1,60,1,3,1,0,0,1,0,0,0,16,1,2,2,1,1,2,0,1
199,1,32,1,3,1,0,0,1,0,0,0,10,1,1,1,1,1,2,0,1
203,1,45,1,3,1,0,0,1,0,0,0,16,1,1,2,1,1,2,0,1
204,2,40,1,3,1,0,0,1,0,0,0,6,1,2,2,1,1,2,0,0
208,1,55,1,3,2,0,0,0,0,0,0,16,1,1,1,1,1,2,0,1
210,3,18,1,3,2,0,0,0,0,0,0,10,1,2,2,1,1,2,0,0
216,1,38,1,3,2,0,0,0,0,0,0,16,1,1,2,1,1,2,0,1
223,3,21,1,3,2,0,0,0,0,0,0,14,1,2,2,3,1,2,0,0
224,3,19,1,3,2,0,0,0,0,0,0,9,1,2,2,3,1,2,0,0
239,1,35,1,3,1,0,0,1,0,0,0,1,1,1,1,1,1,2,0,1
258,1,45,1,3,1,0,0,1,0,0,0,10,1,1,1,1,1,2,0,1
265,1,54,1,3,1,0,0,1,0,0,0,12,1,1,1,1,1,2,0,1
267,3,18,1,3,1,0,0,1,0,0,0,10,1,2,2,1,1,2,0,0
277,1,38,1,3,1,0,0,1,0,0,0,10,1,1,1,1,1,2,0,1
284,1,55,1,3,1,0,0,1,0,0,0,11,1,1,2,1,1,2,0,1
286,3,19,1,3,1,0,0,1,1,0,0,11,1,2,2,1,1,2,0,0
287,3,18,1,3,2,0,0,0,0,0,0,12,1,2,2,3,1,2,0,0
288,1,55,1,3,1,0,0,1,0,0,0,5,1,1,2,1,1,2,0,1
292,3,18,1,3,1,0,0,0,1,0,1,12,1,2,2,3,1,2,0,0
293,1,70,1,3,1,0,0,1,0,0,0,10,1,2,1,1,1,2,0,1
295,3,32,1,3,1,0,0,1,0,0,1,14,1,1,2,1,1,2,0,1
299,3,22,1,3,1,0,0,1,0,0,1,14,1,2,1,3,1,2,0,0
307,1,60,1,3,1,0,0,1,0,0,1,12,1,2,1,1,1,2,0,1
308,2,50,1,3,1,0,0,1,0,0,0,3,1,2,1,1,1,2,1,0
323,1,50,1,3,2,0,0,0,0,0,0,3,1,1,2,1,1,2,0,1
329,1,35,1,3,2,0,0,0,0,0,0,8,1,1,1,1,1,2,0,1
352,1,39,1,1,1,0,0,1,0,0,0,6,1,1,2,1,1,2,0,1
373,1,45,1,3,2,0,0,0,0,0,0,6,1,1,2,1,1,2,0,1
378,2,55,1,3,2,0,0,0,0,0,0,5,1,1,2,1,1,2,0,1
380,3,18,1,3,2,0,0,0,0,0,0,10,1,2,2,3,1,2,0,0
381,1,50,1,3,2,0,0,0,0,0,0,7,1,1,2,1,1,2,0,1
409,1,48,1,1,1,0,0,1,0,0,0,7,1,1,1,1,1,2,0,1
413,3,18,1,1,1,0,0,1,0,0,0,7,1,1,2,1,1,2,0,0
414,1,60,1,1,1,0,0,1,0,0,0,2,1,2,2,1,1,2,0,1
417,1,49,1,1,1,0,0,1,0,0,0,7,1,1,2,1,1,2,0,1
423,1,66,1,1,1,0,0,1,0,0,0,16,1,1,1,1,1,2,0,1
429,1,55,1,1,1,0,0,1,0,0,0,16,1,2,2,1,1,2,0,1
431,3,28,1,1,1,0,0,1,0,0,0,10,1,1,2,1,1,2,0,1
436,1,48,1,1,1,0,1,1,0,0,0,4,1,1,2,1,1,2,0,1
442,3,50,1,1,1,0,1,1,0,0,0,16,1,1,2,1,1,2,0,1
457,1,47,1,1,2,0,0,0,0,0,0,4,1,1,2,1,1,2,0,1
462,1,55,1,1,1,0,0,1,0,0,0,4,1,1,2,2,1,2,0,1
482,2,48,1,1,2,0,0,0,0,0,0,16,1,1,1,1,1,2,1,0
485,3,25,1,1,1,0,0,1,0,0,0,8,1,1,2,1,1,2,0,1
492,1,29,1,1,2,0,0,0,0,0,0,9,1,1,2,1,1,2,0,1
506,1,55,1,1,1,0,0,1,0,0,0,16,1,1,2,1,1,2,0,1
508,3,30,1,1,1,0,0,1,0,0,0,9,1,2,2,1,1,2,0,1
512,3,28,1,1,1,0,0,1,0,0,0,16,1,2,2,1,1,2,0,0
514,2,55,1,1,2,0,0,0,0,0,0,7,1,2,1,1,1,2,0,0
515,3,24,1,1,1,0,0,1,0,0,0,7,1,1,2,1,1,2,0,1
518,3,30,1,1,1,0,1,1,0,0,0,6,1,1,1,1,1,2,1,0
522,1,30,1,1,1,0,0,1,0,0,0,7,1,1,2,1,1,2,0,1
526,1,65,1,3,1,0,0,1,0,0,0,16,1,2,2,1,1,2,0,1
529,3,40,1,3,1,0,0,1,0,0,0,3,1,1,2,1,1,2,0,1
552,1,55,1,3,2,0,0,0,0,0,0,16,1,1,2,1,1,2,0,1
553,2,50,1,3,2,0,0,0,0,0,0,2,1,1,2,1,1,2,0,0
567,1,65,1,2,1,0,0,1,0,0,0,16,1,2,1,1,1,2,0,0
568,3,35,1,2,1,0,0,1,0,0,0,16,1,1,1,1,1,2,1,0
569,1,43,1,2,1,1,0,0,0,0,0,16,1,1,2,1,1,6,0,1
575,1,40,1,3,1,0,0,1,0,0,0,7,1,1,1,1,1,2,0,1
576,2,30,1,3,1,0,0,1,0,0,0,3,1,1,1,1,1,2,1,0
579,1,80,1,3,1,0,0,1,0,0,0,5,1,2,1,1,1,2,0,1
582,3,27,1,3,2,0,0,0,0,0,0,16,1,1,2,1,1,2,0,0
586,3,28,1,3,1,0,0,1,0,0,0,3,1,1,1,1,1,2,1,0
589,1,40,1,3,1,0,0,1,0,0,0,13,1,1,1,1,1,2,0,1
600,1,50,1,3,1,0,0,1,0,0,0,2,1,1,1,1,1,2,0,1
602,3,18,1,3,2,0,0,0,0,0,0,12,1,2,1,3,1,2,0,0
611,1,50,1,3,2,0,0,0,0,0,0,1,1,1,1,1,1,2,0,1
616,1,40,1,3,1,0,0,1,0,0,0,12,1,1,1,1,1,2,0,1
617,2,33,1,3,1,0,0,1,0,0,0,7,1,1,1,1,1,2,0,0
620,3,50,1,3,2,0,0,0,0,0,0,16,1,1,2,1,1,2,0,0
621,3,18,1,3,2,0,0,0,0,0,0,9,1,1,1,3,1,2,0,0
627,1,55,1,3,1,0,0,1,1,0,1,12,1,1,1,1,1,2,0,1
630,3,45,1,3,1,0,0,1,0,0,0,10,1,1,2,1,1,2,0,1
635,3,32,1,3,2,0,0,0,0,0,0,13,1,1,1,1,1,2,0,1
636,3,22,1,3,2,0,0,0,0,0,0,11,1,2,1,1,1,2,0,0
666,3,31,1,3,1,0,1,1,0,0,0,12,1,1,2,1,1,2,0,1
697,1,40,1,2,1,0,0,1,0,0,0,16,1,1,2,1,1,2,0,1
703,3,65,1,2,1,0,0,1,0,0,0,16,1,2,2,1,1,2,0,1
710,1,42,1,3,1,1,1,0,1,1,0,9,1,1,2,1,1,6,0,1
715,1,45,1,3,2,0,0,0,0,0,0,16,1,1,2,1,1,2,0,1
716,2,38,1,3,2,0,0,0,0,0,0,4,1,1,2,1,1,2,0,0
729,1,45,1,3,2,0,0,0,0,0,0,16,1,1,2,1,3,2,0,1
731,3,21,1,3,1,0,0,1,0,0,1,12,1,2,2,1,3,2,0,0
735,1,50,1,3,1,0,0,1,0,0,0,8,1,1,2,1,1,2,0,1
737,3,20,1,3,2,0,0,0,0,0,0,10,1,2,2,1,1,2,0,0
755,1,50,1,2,1,0,0,1,0,0,0,10,1,1,2,1,1,2,0,1
759,3,35,1,2,1,0,0,1,0,0,0,9,1,1,2,1,3,2,0,0
772,1,50,1,3,1,0,0,1,1,0,1,14,1,1,1,1,1,2,0,1
775,3,21,1,3,1,0,0,0,1,0,1,14,1,2,2,3,1,2,0,0
776,1,35,1,3,1,0,0,1,0,0,0,9,1,1,2,1,1,2,0,1
787,1,35,1,3,1,0,0,1,0,0,0,10,1,1,1,1,2,2,1,1
805,1,40,1,3,1,0,0,1,0,0,0,5,1,1,1,1,1,2,0,1
810,1,37,1,3,1,0,0,1,0,0,0,7,1,1,1,1,1,2,0,1
825,1,38,1,1,1,0,0,1,0,0,0,12,1,1,2,1,1,2,0,1
830,1,50,1,3,1,0,0,1,0,0,0,4,1,1,1,1,1,2,0,1
8,1,65,2,3,1,1,0,1,1,0,0,16,1,1,2,3,1,7,0,1
9,2,58,2,3,1,1,0,1,0,0,0,16,1,2,2,1,1,7,0,0
10,3,27,2,3,1,1,0,1,1,0,1,12,1,2,1,1,1,7,0,0
27,1,30,1,1,1,0,1,1,0,0,0,16,1,1,2,1,1,2,0,1
43,1,28,1,3,1,0,0,0,1,0,0,16,1,1,2,1,1,2,0,1
46,1,26,1,1,1,0,1,1,0,0,0,1,1,1,2,1,1,2,0,1
51,2,38,1,1,1,0,1,1,0,0,0,16,1,1,2,1,1,2,0,0
53,2,30,1,1,1,0,0,1,0,0,0,16,1,1,2,1,1,2,1,0
56,1,50,1,1,1,0,1,1,0,0,0,16,1,1,2,1,1,2,0,1
57,2,40,1,1,1,1,0,1,0,0,0,16,1,2,2,1,1,5,0,0
68,1,50,1,3,2,0,0,0,0,0,0,2,1,2,2,1,1,2,0,1
69,2,40,1,3,2,0,0,0,0,0,0,16,1,2,2,1,1,2,0,0
73,1,30,1,3,1,0,0,1,0,1,0,10,1,1,1,1,1,2,1,1
81,1,28,1,1,1,0,0,1,1,0,0,16,1,2,2,1,1,2,0,1
96,1,70,1,3,1,0,0,1,0,0,0,2,1,2,2,1,1,2,0,1
113,2,40,2,3,1,1,0,1,0,0,0,16,1,2,2,1,1,7,0,0
150,1,30,1,1,1,0,1,1,0,0,0,7,1,1,2,1,1,2,0,1
159,1,30,1,1,1,0,0,1,1,0,0,7,1,1,2,1,1,2,0,1
163,3,28,1,1,1,0,0,1,0,0,0,9,1,1,2,1,1,2,0,1
183,2,50,1,1,1,0,1,1,0,0,0,16,1,2,2,1,1,2,0,0
184,3,30,1,1,1,0,1,1,0,0,0,16,1,1,2,1,3,2,0,1
195,1,30,1,1,1,0,0,1,0,0,0,16,1,1,2,1,1,2,0,0
200,1,30,1,1,1,0,0,1,0,0,0,3,1,1,2,1,3,2,0,1
214,1,30,1,1,1,0,1,1,1,0,0,10,1,1,2,1,1,2,0,1
226,1,30,1,1,1,0,0,1,0,0,0,4,1,1,2,1,1,2,0,1
229,3,30,1,1,1,0,1,1,0,0,0,8,1,1,2,1,1,2,0,1
254,1,55,1,1,1,0,1,1,0,0,0,16,1,1,2,1,1,2,0,1
257,1,40,1,1,1,0,1,1,0,0,0,16,1,1,2,1,1,2,0,1
265,1,45,1,1,1,0,0,1,0,0,0,16,1,1,2,1,1,2,0,1
268,3,20,1,1,1,0,0,1,0,0,0,10,1,1,1,3,1,2,1,0
271,1,65,1,1,1,0,0,1,0,0,0,16,1,1,2,1,1,2,0,1
277,1,50,1,1,1,0,1,1,0,0,0,16,1,1,1,1,1,2,0,1
279,3,20,1,1,1,0,1,1,0,0,0,10,1,2,2,3,1,2,0,0
288,1,55,1,1,1,0,0,1,0,0,0,16,1,1,2,1,1,2,0,1
309,1,30,1,1,1,0,1,1,0,0,0,3,1,1,2,1,1,2,0,1
310,2,28,1,1,1,1,0,1,0,0,0,16,1,1,2,1,1,2,0,0
312,1,60,1,1,1,0,0,1,1,0,0,2,1,1,1,1,1,2,0,1
317,3,25,1,1,1,0,1,1,0,0,0,8,1,1,1,1,1,2,0,1
320,3,18,1,1,1,0,1,1,0,0,0,9,1,1,1,3,1,2,1,0
321,1,42,1,1,1,0,0,1,1,0,0,5,1,1,1,1,1,2,0,1
329,2,30,1,1,2,0,0,0,0,0,0,16,1,1,2,1,1,2,1,0
344,2,45,1,3,1,0,0,1,0,0,0,16,1,2,2,1,1,2,0,0
349,1,50,1,1,1,0,0,1,0,0,0,16,1,2,1,1,1,2,0,1
355,3,35,1,1,1,0,0,1,0,0,0,3,1,2,2,1,1,2,0,0
359,1,60,1,1,1,0,1,1,0,0,0,16,1,1,2,1,1,2,0,1
361,3,30,1,1,1,0,0,1,0,0,0,11,1,1,1,1,1,2,0,1
365,1,52,1,3,1,0,0,1,0,0,0,16,1,2,1,1,1,2,0,1
368,3,23,1,3,1,0,0,1,0,0,0,14,1,2,2,1,1,2,0,0
369,3,21,1,3,1,0,0,1,0,0,0,13,1,2,2,1,1,2,0,0
370,3,19,1,3,1,0,0,1,0,0,0,14,1,2,2,3,1,2,0,0
373,3,21,1,3,1,0,0,1,0,0,0,14,1,2,2,1,1,2,0,0
379,3,30,1,3,1,0,0,1,0,0,0,7,1,2,2,1,1,2,0,1
393,1,30,1,3,1,0,1,1,1,0,0,10,1,1,1,1,1,2,0,1
402,1,60,1,3,1,0,0,1,0,0,0,16,1,2,1,1,1,2,0,1
404,3,34,1,3,1,0,0,1,0,0,0,9,1,2,2,1,1,2,0,1
409,3,26,1,3,1,0,0,1,0,0,0,12,1,2,1,1,1,2,0,1
414,1,30,1,3,1,0,0,1,0,0,0,16,1,1,2,1,1,2,0,1
424,1,40,1,3,1,0,0,1,0,0,0,2,1,1,1,1,1,2,0,1
429,1,50,1,3,1,0,0,1,0,0,0,10,1,2,1,1,1,2,0,1
431,3,30,1,3,1,0,0,1,0,0,0,14,1,2,2,1,1,2,0,1
443,1,73,1,3,1,0,0,1,0,0,0,10,1,2,2,1,1,2,0,1
446,3,27,1,3,1,0,0,1,0,0,0,14,1,2,2,1,1,2,0,0
450,1,30,1,3,1,0,0,1,1,0,0,10,1,1,1,1,1,2,0,1
477,1,65,1,3,2,0,0,0,0,0,0,16,1,2,2,1,3,2,0,1
479,3,45,1,3,1,0,0,1,0,0,0,16,1,2,2,3,1,2,0,1
483,3,38,1,3,1,0,0,1,0,0,0,7,1,2,2,3,3,2,0,1
487,3,32,1,3,1,0,0,1,0,0,0,6,1,2,2,1,1,2,0,1
490,1,60,1,3,1,0,0,1,0,0,0,11,1,2,1,3,1,2,0,1
493,3,18,1,3,1,0,0,1,0,0,0,10,1,2,2,3,1,2,0,0
507,1,40,1,3,1,0,0,1,0,0,0,10,1,1,2,1,1,2,0,1
512,1,46,1,3,2,0,0,0,0,0,0,7,1,1,2,1,1,2,0,1
528,1,50,1,3,1,0,0,1,0,1,0,10,1,1,2,1,1,2,0,1
539,1,47,1,3,1,0,0,1,0,0,0,13,1,1,1,1,1,2,0,1
562,3,35,1,3,1,1,0,0,0,0,0,4,1,1,2,1,1,6,0,1
569,1,56,1,3,1,1,1,0,1,0,0,6,1,1,2,1,1,6,0,1
582,1,40,1,3,1,0,0,1,1,0,1,14,1,1,2,1,1,2,0,1
586,1,80,1,3,2,0,0,0,0,0,0,5,1,2,2,1,1,2,0,1
608,1,38,2,3,1,1,0,1,1,0,0,4,1,1,2,3,1,7,0,0
611,1,65,2,3,1,1,0,1,0,0,0,16,1,1,2,1,1,7,0,1
615,1,45,1,3,1,1,0,0,0,0,0,16,1,1,2,1,1,6,0,1
620,1,60,1,3,2,0,0,0,0,0,0,3,1,2,2,1,1,2,0,1
627,1,50,1,3,1,0,0,1,1,0,0,2,1,1,2,1,1,2,0,1
629,3,28,1,3,2,0,0,0,0,0,0,10,1,1,2,1,1,2,0,1
633,1,35,1,3,2,0,0,0,0,0,0,10,1,1,2,1,1,2,0,1
668,1,50,1,3,1,0,1,1,1,1,1,12,1,1,1,1,1,2,0,1
675,3,35,1,3,1,0,1,1,0,1,0,14,1,1,2,1,1,2,0,1
679,3,33,1,3,1,0,0,1,1,1,0,11,1,1,2,1,1,2,0,1
683,3,80,1,3,1,0,1,1,1,1,1,12,1,2,1,1,1,2,0,1
697,1,50,1,3,1,0,0,1,0,0,0,10,1,1,2,1,1,2,0,1
701,3,45,1,3,1,0,0,1,0,0,0,7,1,1,2,1,1,2,0,1
703,3,20,1,3,2,0,0,0,0,0,0,10,1,2,2,3,1,2,0,0
716,2,35,1,3,1,0,0,1,0,0,0,7,1,2,1,1,1,2,1,0
719,1,35,1,3,2,0,0,0,0,0,0,7,1,2,2,1,1,2,0,0
720,3,18,1,3,2,0,0,0,0,0,0,12,1,2,2,3,1,2,0,0
729,1,48,1,3,1,0,1,1,1,0,1,13,1,1,2,1,1,2,0,1
752,1,40,1,3,1,0,0,1,0,0,0,16,1,1,2,1,1,2,0,1
756,1,50,1,3,2,0,0,0,0,0,0,10,1,1,1,1,1,2,0,1
757,2,45,1,3,1,0,0,1,0,0,0,7,1,2,2,1,1,2,0,0
759,3,19,1,3,2,0,0,0,0,0,0,13,1,2,2,1,1,2,0,0
760,3,18,1,3,2,0,0,0,0,0,0,12,1,2,2,3,1,2,0,0
768,1,38,1,3,2,0,0,0,0,0,0,16,1,1,2,3,1,2,0,1
772,1,33,1,3,1,0,0,1,0,0,0,10,1,1,2,2,1,2,0,1
