adjmatrix_key,resp_status,age,religion,caste,kannada,tamil,telugu,hindi,urdu,english,educ,villagenative,workflag,savings,electioncard,rationcard,mothertongue_2,Y,Z
1,1,49,1,3,0,0,0,0,0,0,16,1,1,2,1,1,2,0,1
2,2,42,1,3,0,0,0,0,0,0,5,2,1,2,1,1,2,0,0
4,1,45,1,3,0,0,0,0,0,0,16,1,1,2,1,1,2,0,1
5,2,38,1,3,0,0,0,0,0,0,16,2,1,2,1,1,2,0,0
25,1,40,1,3,0,0,0,0,0,0,16,1,1,2,1,1,2,0,1
26,2,29,1,3,0,0,0,0,0,0,16,2,1,1,1,1,2,1,0
29,1,49,1,3,0,0,0,0,0,0,16,2,1,1,1,1,2,1,0
30,1,55,1,3,0,0,0,0,0,0,16,1,1,2,1,1,2,0,1
31,3,33,1,3,0,0,0,0,0,0,16,1,1,2,1,1,2,0,0
37,1,38,1,1,0,0,0,0,0,0,16,1,1,2,1,1,2,0,1
38,2,30,1,1,0,0,0,0,0,0,16,2,1,2,1,1,2,0,0
54,1,35,1,1,0,0,0,0,0,0,5,1,1,2,1,1,2,0,1
55,2,29,1,1,0,0,0,0,0,0,16,1,1,2,1,1,2,0,0
56,3,50,1,1,0,0,0,0,0,0,16,1,1,2,1,1,2,0,0
57,1,42,1,1,0,0,0,0,0,0,16,1,1,2,1,1,2,0,1
58,2,35,1,1,0,0,0,0,0,0,16,2,1,2,1,1,2,0,0
61,1,35,1,1,0,0,0,0,0,0,13,1,1,2,1,1,2,0,1
62,2,29,1,1,0,0,0,0,0,0,11,2,2,1,1,1,2,1,0
71,1,45,1,1,0,0,0,0,0,0,16,1,1,2,1,1,2,0,1
72,2,35,1,1,0,0,0,0,0,0,16,2,1,1,1,1,2,1,0
79,1,45,1,2,0,0,0,0,0,0,16,1,1,2,1,1,2,0,1
80,2,39,1,2,0,0,0,0,0,0,16,2,1,1,1,1,2,1,0
81,3,18,1,2,0,0,0,0,0,0,12,1,2,2,3,1,2,0,0
88,1,55,1,4,0,0,0,0,0,0,9,1,1,1,1,1,2,0,1
89,2,45,1,4,0,0,0,0,0,0,10,2,1,2,1,1,2,0,0
90,1,60,1,3,0,0,0,0,0,0,7,1,1,1,1,1,2,0,1
91,2,56,1,3,0,0,0,0,0,0,16,1,1,2,1,1,2,0,0
93,3,18,1,3,0,0,0,0,0,0,12,1,2,2,3,1,2,0,0
94,3,53,1,3,0,0,0,0,0,0,13,1,1,2,1,1,2,0,1
95,3,48,1,3,0,0,0,0,0,0,16,2,1,2,1,1,2,0,0
97,3,19,1,3,0,0,0,0,0,0,15,1,2,2,3,1,2,0,0
116,1,55,1,3,0,0,0,0,0,0,10,1,1,2,1,1,2,0,1
117,2,50,1,3,0,0,0,0,0,0,16,2,1,2,1,1,2,0,0
118,3,32,1,3,0,0,0,0,0,0,11,1,1,2,1,1,2,0,1
