adjmatrix_key,resp_status,age,religion,caste,kannada,tamil,telugu,hindi,urdu,english,educ,villagenative,workflag,savings,electioncard,rationcard,mothertongue_2,Y,Z
1,1,36,1,3,0,0,1,1,0,0,13,1,1,1,1,1,2,1,1
2,2,24,1,3,0,0,1,0,0,0,12,2,2,1,1,1,2,0,0
5,3,34,1,3,0,1,1,1,1,0,12,1,1,1,2,1,2,0,1
6,3,25,1,3,0,0,1,0,0,0,10,1,2,2,1,1,2,0,0
9,1,50,1,3,0,0,0,0,0,0,9,1,1,2,1,1,2,0,1
10,2,45,1,3,0,0,0,0,0,0,16,2,1,2,1,1,2,1,0
14,3,38,1,3,0,0,0,0,0,0,16,1,2,2,1,1,2,0,0
19,1,60,1,3,0,1,1,1,0,0,16,2,1,1,1,3,2,0,1
20,2,40,1,3,0,0,0,0,0,0,16,1,2,2,1,3,2,0,0
22,1,70,1,3,0,0,1,0,0,0,2,1,2,2,3,1,2,0,1
23,2,65,1,3,0,0,1,0,0,0,16,2,2,2,1,1,2,0,0
24,3,45,1,3,0,0,1,0,0,0,1,1,1,2,1,1,2,0,1
44,2,35,1,1,0,0,1,0,0,0,16,2,2,1,1,1,2,1,0
46,1,50,1,3,0,0,1,0,0,0,16,1,2,2,1,1,2,0,1
47,2,45,1,3,0,0,1,0,0,0,16,2,2,2,1,1,2,0,0
48,2,38,1,3,0,0,1,0,0,0,16,2,2,1,1,3,2,0,0
49,3,22,1,3,0,0,1,0,0,0,7,1,2,2,2,3,2,0,1
74,1,35,1,3,0,0,1,0,0,0,5,2,1,2,1,1,2,0,1
75,2,28,1,3,0,0,1,0,0,0,7,1,2,1,1,1,2,1,0
78,1,45,1,2,0,0,1,0,0,0,7,1,1,1,1,1,2,0,1
79,2,38,1,2,0,0,1,0,0,0,8,2,2,2,3,1,2,1,0
82,1,20,1,2,0,0,1,0,0,0,16,2,1,2,3,1,2,0,1
83,2,18,1,2,1,0,0,0,0,0,5,2,2,2,3,1,6,0,0
97,1,60,1,3,0,0,1,0,0,0,16,1,1,2,1,1,2,0,1
98,2,48,1,3,0,0,0,0,0,0,16,1,2,1,1,1,2,1,0
107,1,60,1,3,0,0,0,0,0,0,16,1,1,2,1,1,2,0,1
108,2,55,1,3,0,0,0,0,0,0,16,2,2,2,1,1,2,0,0
109,3,30,1,3,0,0,1,0,0,1,13,1,1,2,1,1,2,0,1
113,1,60,1,3,0,0,1,0,0,0,16,1,1,2,1,1,2,0,1
114,2,50,1,3,0,0,1,0,0,0,16,2,2,2,1,1,2,0,0
115,3,32,1,3,0,0,1,0,0,0,6,1,1,2,1,1,2,0,1
116,3,25,1,3,0,0,1,0,0,0,3,2,2,2,1,1,2,0,0
127,1,50,1,2,0,0,1,0,0,0,7,1,1,1,1,1,2,0,1
128,2,45,1,2,0,0,1,0,0,0,4,2,1,2,1,1,2,0,0
146,1,65,1,2,0,0,1,0,0,0,16,1,1,2,1,1,2,0,1
147,2,58,1,3,0,0,1,0,0,0,16,2,2,2,1,1,2,1,0
148,3,32,1,2,0,0,1,0,0,0,8,1,2,1,1,1,2,0,1
149,3,28,1,2,0,0,1,0,0,0,16,2,2,2,3,3,2,0,0
165,1,45,1,3,0,0,1,0,0,0,16,1,1,1,1,1,2,0,1
166,2,40,1,3,0,0,1,0,0,0,16,1,2,2,1,1,2,1,0
167,3,18,1,3,0,0,1,0,0,0,11,1,2,2,3,1,2,0,0
174,1,70,1,3,0,0,0,0,0,0,16,1,2,2,1,1,2,0,1
175,2,60,1,3,0,0,1,0,0,0,16,2,2,2,1,1,2,0,0
176,3,35,1,3,0,0,1,0,0,0,16,1,2,2,1,1,2,0,0
177,3,40,1,3,0,0,1,0,0,0,16,1,1,2,1,1,2,0,0
187,1,70,1,3,0,0,1,0,0,0,7,2,1,2,1,1,2,0,1
188,2,50,1,3,0,0,1,0,0,0,16,1,1,2,1,1,2,1,0
189,3,24,1,3,0,0,1,0,0,0,7,1,1,2,1,1,2,0,1
190,3,20,1,3,0,0,1,0,0,0,10,2,2,2,3,3,2,0,0
194,1,60,1,3,0,0,1,0,0,0,16,1,2,2,1,1,2,0,1
195,2,50,1,3,0,0,1,0,0,0,16,2,1,2,1,1,2,0,0
199,1,32,1,3,0,0,1,0,0,0,10,1,1,1,1,1,2,0,1
203,1,45,1,3,0,0,1,0,0,0,16,1,1,2,1,1,2,0,1
204,2,40,1,3,0,0,1,0,0,0,6,1,2,2,1,1,2,0,0
208,1,55,1,3,0,0,0,0,0,0,16,1,1,1,1,1,2,0,1
209,2,44,1,3,0,0,0,0,0,0,16,2,2,2,1,1,2,0,0
210,3,18,1,3,0,0,0,0,0,0,10,1,2,2,1,1,2,0,0
216,1,38,1,3,0,0,0,0,0,0,16,1,1,2,1,1,2,0,1
217,2,35,1,3,0,0,0,0,0,0,6,2,2,2,1,1,2,0,0
223,3,21,1,3,0,0,0,0,0,0,14,1,2,2,3,1,2,0,0
224,3,19,1,3,0,0,0,0,0,0,9,1,2,2,3,1,2,0,0
239,1,35,1,3,0,0,1,0,0,0,1,1,1,1,1,1,2,0,1
240,2,31,1,3,0,0,0,0,0,0,16,2,1,1,1,1,2,0,0
258,1,45,1,3,0,0,1,0,0,0,10,1,1,1,1,1,2,0,1
259,2,33,1,3,0,0,1,0,0,0,7,2,1,1,1,1,2,0,0
265,1,54,1,3,0,0,1,0,0,0,12,1,1,1,1,1,2,0,1
266,2,48,1,3,0,0,0,0,0,0,16,2,2,2,1,1,2,0,0
267,3,18,1,3,0,0,1,0,0,0,10,1,2,2,1,1,2,0,0
271,2,35,1,3,0,0,0,0,0,0,7,2,2,2,1,1,2,0,0
277,1,38,1,3,0,0,1,0,0,0,10,1,1,1,1,1,2,0,1
278,2,33,1,3,0,0,1,1,1,1,12,2,1,1,1,1,2,1,0
284,1,55,1,3,0,0,1,0,0,0,11,1,1,2,1,1,2,0,1
285,2,50,1,3,0,0,0,0,0,0,2,2,1,2,1,1,2,0,0
286,3,19,1,3,0,0,1,1,0,0,11,1,2,2,1,1,2,0,0
287,3,18,1,3,0,0,0,0,0,0,12,1,2,2,3,1,2,0,0
288,1,55,1,3,0,0,1,0,0,0,5,1,1,2,1,1,2,0,1
289,2,48,1,3,0,0,0,0,0,0,16,2,2,2,1,1,2,0,0
292,3,18,1,3,0,0,0,1,0,1,12,1,2,2,3,1,2,0,0
293,1,70,1,3,0,0,1,0,0,0,10,1,2,1,1,1,2,0,1
294,2,55,1,3,0,0,1,0,0,0,16,2,2,1,1,1,2,0,0
295,3,32,1,3,0,0,1,0,0,1,14,1,1,2,1,1,2,0,1
296,3,27,1,3,0,0,1,0,0,0,10,2,2,2,1,1,2,0,0
299,3,22,1,3,0,0,1,0,0,1,14,1,2,1,3,1,2,0,0
307,1,60,1,3,0,0,1,0,0,1,12,1,2,1,1,1,2,0,1
308,2,50,1,3,0,0,1,0,0,0,3,1,2,1,1,1,2,1,0
323,1,50,1,3,0,0,0,0,0,0,3,1,1,2,1,1,2,0,1
324,2,47,1,3,0,0,0,0,0,0,16,2,2,2,1,1,2,0,0
329,1,35,1,3,0,0,0,0,0,0,8,1,1,1,1,1,2,0,1
330,2,30,1,3,0,0,0,0,0,0,9,2,2,2,1,1,2,0,0
352,1,39,1,1,0,0,1,0,0,0,6,1,1,2,1,1,2,0,1
353,2,32,1,1,0,1,1,0,0,0,5,2,2,1,1,1,2,1,0
373,1,45,1,3,0,0,0,0,0,0,6,1,1,2,1,1,2,0,1
374,2,40,1,3,0,0,0,0,0,0,16,2,2,2,1,1,2,0,0
378,2,55,1,3,0,0,0,0,0,0,5,1,1,2,1,1,2,0,1
379,2,48,1,3,0,0,0,0,0,0,16,2,2,2,1,1,2,0,0
380,3,18,1,3,0,0,0,0,0,0,10,1,2,2,3,1,2,0,0
381,1,50,1,3,0,0,0,0,0,0,7,1,1,2,1,1,2,0,1
382,2,45,1,3,0,0,0,0,0,0,16,2,2,2,1,1,2,0,0
409,1,48,1,1,0,0,1,0,0,0,7,1,1,1,1,1,2,0,1
410,2,43,1,1,0,0,1,0,0,0,3,2,1,2,1,1,2,1,0
413,3,18,1,1,0,0,1,0,0,0,7,1,1,2,1,1,2,0,0
414,1,60,1,1,0,0,1,0,0,0,2,1,2,2,1,1,2,0,1
415,2,50,1,1,0,1,1,0,0,0,5,2,1,1,1,1,2,1,0
417,1,49,1,1,0,0,1,0,0,0,7,1,1,2,1,1,2,0,1
418,2,35,1,1,0,0,1,0,0,0,16,2,1,2,1,1,2,0,0
423,1,66,1,1,0,0,1,0,0,0,16,1,1,1,1,1,2,0,1
424,2,50,1,1,0,0,0,0,0,0,16,2,1,1,1,1,2,1,0
426,3,23,1,1,0,0,1,0,0,0,6,2,2,2,1,1,2,0,0
429,1,55,1,1,0,0,1,0,0,0,16,1,2,2,1,1,2,0,1
430,2,50,1,1,0,0,1,0,0,0,16,2,2,2,1,1,2,0,0
431,3,28,1,1,0,0,1,0,0,0,10,1,1,2,1,1,2,0,1
436,1,48,1,1,0,1,1,0,0,0,4,1,1,2,1,1,2,0,1
437,2,35,1,1,0,0,0,0,0,0,16,2,1,2,1,1,2,0,0
442,3,50,1,1,0,1,1,0,0,0,16,1,1,2,1,1,2,0,1
443,3,40,1,1,0,0,1,0,0,0,5,2,1,1,1,1,2,1,0
445,3,30,1,1,0,0,0,0,0,0,6,2,2,2,1,1,2,0,0
457,1,47,1,1,0,0,0,0,0,0,4,1,1,2,1,1,2,0,1
458,2,35,1,1,0,0,0,0,0,0,16,2,1,1,3,1,2,1,0
462,1,55,1,1,0,0,1,0,0,0,4,1,1,2,2,1,2,0,1
464,2,40,1,1,1,0,0,0,0,0,16,2,2,2,2,1,6,0,0
481,1,52,1,1,0,0,1,0,0,0,3,2,1,1,1,1,2,0,1
482,2,48,1,1,0,0,0,0,0,0,16,1,1,1,1,1,2,1,0
485,3,25,1,1,0,0,1,0,0,0,8,1,1,2,1,1,2,0,1
486,3,20,1,1,0,0,1,0,0,0,7,2,1,2,1,1,2,0,0
492,1,29,1,1,0,0,0,0,0,0,9,1,1,2,1,1,2,0,1
493,2,25,1,1,0,0,1,0,0,0,4,2,1,2,1,1,2,1,0
506,1,55,1,1,0,0,1,0,0,0,16,1,1,2,1,1,2,0,1
507,2,42,1,1,0,0,1,0,0,0,16,2,1,1,1,1,2,0,0
508,3,30,1,1,0,0,1,0,0,0,9,1,2,2,1,1,2,0,1
509,3,26,1,1,0,0,1,0,0,0,16,2,1,2,1,1,2,0,0
512,3,28,1,1,0,0,1,0,0,0,16,1,2,2,1,1,2,0,0
514,2,55,1,1,0,0,0,0,0,0,7,1,2,1,1,1,2,0,0
515,3,24,1,1,0,0,1,0,0,0,7,1,1,2,1,1,2,0,1
516,3,22,1,1,0,0,1,0,0,0,16,2,1,2,3,1,2,0,0
518,3,30,1,1,0,1,1,0,0,0,6,1,1,1,1,1,2,1,0
522,1,30,1,1,0,0,1,0,0,0,7,1,1,2,1,1,2,0,1
523,2,25,1,3,0,0,0,0,0,0,16,2,2,1,1,1,2,0,0
526,1,65,1,3,0,0,1,0,0,0,16,1,2,2,1,1,2,0,1
527,2,45,1,3,0,0,1,0,0,0,5,2,1,1,1,1,2,1,0
529,3,40,1,3,0,0,1,0,0,0,3,1,1,2,1,1,2,0,1
552,1,55,1,3,0,0,0,0,0,0,16,1,1,2,1,1,2,0,1
553,2,50,1,3,0,0,0,0,0,0,2,1,1,2,1,1,2,0,0
567,1,65,1,2,0,0,1,0,0,0,16,1,2,1,1,1,2,0,0
568,3,35,1,2,0,0,1,0,0,0,16,1,1,1,1,1,2,1,0
569,1,43,1,2,1,0,0,0,0,0,16,1,1,2,1,1,6,0,1
570,2,39,1,2,0,0,1,0,0,0,16,2,1,2,1,1,6,1,0
575,1,40,1,3,0,0,1,0,0,0,7,1,1,1,1,1,2,0,1
576,2,30,1,3,0,0,1,0,0,0,3,1,1,1,1,1,2,1,0
579,1,80,1,3,0,0,1,0,0,0,5,1,2,1,1,1,2,0,1
580,2,60,1,3,0,0,1,0,0,0,16,2,2,1,1,1,2,1,0
582,3,27,1,3,0,0,0,0,0,0,16,1,1,2,1,1,2,0,0
585,3,35,1,3,0,1,1,1,0,0,7,2,1,1,3,1,2,1,1
586,3,28,1,3,0,0,1,0,0,0,3,1,1,1,1,1,2,1,0
589,1,40,1,3,0,0,1,0,0,0,13,1,1,1,1,1,2,0,1
590,2,36,1,3,0,0,1,0,0,0,7,2,1,1,1,1,2,0,0
600,1,50,1,3,0,0,1,0,0,0,2,1,1,1,1,1,2,0,1
601,2,45,1,3,0,0,1,0,0,0,4,2,1,1,1,1,2,0,0
602,3,18,1,3,0,0,0,0,0,0,12,1,2,1,3,1,2,0,0
611,1,50,1,3,0,0,0,0,0,0,1,1,1,1,1,1,2,0,1
612,2,45,1,3,0,0,1,0,1,0,16,2,1,2,1,1,2,0,0
616,1,40,1,3,0,0,1,0,0,0,12,1,1,1,1,1,2,0,1
617,2,33,1,3,0,0,1,0,0,0,7,1,1,1,1,1,2,0,0
620,3,50,1,3,0,0,0,0,0,0,16,1,1,2,1,1,2,0,0
621,3,18,1,3,0,0,0,0,0,0,9,1,1,1,3,1,2,0,0
627,1,55,1,3,0,0,1,1,0,1,12,1,1,1,1,1,2,0,1
628,2,50,1,3,0,0,0,0,0,0,3,2,1,2,1,1,2,0,0
630,3,45,1,3,0,0,1,0,0,0,10,1,1,2,1,1,2,0,1
