adjmatrix_key,resp_gend,resp_status,age,religion,caste,kannada,tamil,telugu,hindi,urdu,english,villagenative,workflag,savings,electioncard,rationcard,mothertongue_2,Y,Z
1,1,1,60,1,3,1,0,0,0,0,0,1,1,1,1,1,6,1,0
2,2,2,55,1,3,1,0,0,0,0,0,2,1,2,1,1,6,0,1
3,1,3,38,1,3,1,0,0,0,0,0,1,1,1,1,1,6,1,0
4,2,2,35,1,3,1,0,0,0,0,0,2,2,2,1,1,6,0,0
18,1,1,65,1,3,0,0,1,0,0,0,1,2,1,1,1,2,0,0
19,2,2,60,1,3,0,0,1,0,0,0,2,2,2,1,1,2,0,1
20,1,3,30,1,3,0,0,1,0,0,0,1,2,2,1,1,2,0,0
21,2,3,25,1,3,0,0,1,0,0,0,2,2,2,3,3,2,0,0
24,1,3,25,1,3,0,0,1,0,0,0,1,1,1,1,1,2,0,0
25,2,3,22,1,3,0,0,1,0,0,0,2,1,2,3,1,2,0,0
28,2,3,32,1,3,0,0,1,0,0,0,1,2,2,1,1,2,0,1
30,1,1,45,1,3,0,0,1,0,0,0,1,1,2,1,1,2,0,0
31,2,2,40,1,3,0,0,1,0,0,0,2,1,1,1,1,2,0,1
33,2,3,18,1,3,0,0,1,0,0,0,1,2,2,3,1,2,0,0
45,1,1,35,1,1,0,0,1,0,0,0,1,1,1,1,1,2,0,1
46,2,2,30,1,1,0,0,1,0,0,0,2,1,1,1,1,2,0,1
49,1,1,55,1,3,0,0,1,0,0,0,1,1,2,1,3,2,0,1
50,2,2,42,1,3,0,0,1,0,0,0,2,1,2,1,3,2,0,1
51,2,3,21,1,3,0,0,1,0,0,0,1,2,2,3,3,2,0,0
65,1,1,35,1,3,0,0,1,0,0,0,1,1,2,1,1,2,0,0
66,2,2,25,1,3,0,0,1,0,0,0,2,1,2,1,1,2,0,1
79,1,1,32,1,1,1,0,0,0,0,0,1,1,2,1,1,6,0,1
80,2,2,25,1,1,0,0,1,0,0,0,2,1,2,1,1,2,0,0
81,2,1,40,1,1,0,0,1,0,0,0,2,1,2,1,1,2,0,1
82,2,3,18,1,1,0,0,1,0,0,0,1,2,2,3,1,2,0,0
99,1,1,48,1,3,1,0,0,0,0,0,1,1,1,1,1,6,0,0
100,2,2,38,1,4,1,0,0,0,0,0,2,2,2,1,1,6,0,0
109,1,1,50,1,1,1,0,0,0,0,0,1,1,1,1,1,6,0,1
110,2,2,45,1,1,0,0,0,0,0,0,2,1,1,1,1,6,0,1
111,2,2,30,1,1,1,0,0,0,0,0,2,1,-999,1,1,6,0,0
117,1,1,40,1,1,1,0,0,0,0,0,2,1,2,1,1,6,0,1
118,2,2,30,1,1,1,0,0,0,0,0,1,1,2,1,1,6,0,1
123,1,1,28,1,1,1,0,0,0,0,0,1,1,1,1,1,6,0,0
124,2,2,22,1,1,0,0,0,0,0,0,2,2,2,1,1,6,0,1
130,1,1,35,1,2,0,0,1,0,0,0,1,1,2,1,3,2,0,0
131,2,2,23,1,1,1,0,0,0,1,0,2,2,1,1,3,6,0,0
134,1,1,36,1,1,1,0,0,0,0,0,1,1,2,1,1,6,0,1
135,2,2,28,1,1,0,0,0,0,0,0,2,1,2,1,1,6,0,1
137,1,1,49,1,3,0,0,1,0,0,0,1,2,2,1,1,2,0,0
138,2,2,40,1,3,1,0,1,0,0,0,2,2,2,1,1,2,0,1
139,2,2,38,1,3,0,0,1,0,0,0,2,2,2,1,1,2,0,1
140,1,3,26,1,3,0,0,1,0,0,0,1,1,2,1,1,2,0,0
141,2,3,19,1,3,0,0,1,0,0,0,2,2,1,3,3,2,0,0
150,2,1,34,1,3,0,0,1,0,0,0,2,1,2,1,1,2,0,1
154,2,2,35,1,3,0,0,1,0,0,0,1,2,2,1,1,2,0,0
160,1,1,55,1,2,0,0,1,0,0,0,1,2,2,1,1,2,0,1
161,1,3,30,1,2,0,0,1,0,0,0,1,1,1,1,1,2,0,1
162,2,3,25,1,2,0,0,1,0,0,0,2,2,2,1,1,2,0,1
166,1,1,42,1,3,0,0,1,0,0,0,1,1,2,1,1,2,0,1
167,2,2,32,1,3,0,0,1,0,0,0,2,2,2,1,1,2,0,0
168,2,2,30,1,3,0,0,1,0,0,0,2,1,2,1,1,2,0,1
171,1,1,40,1,3,0,0,1,0,0,0,1,1,2,1,1,2,0,0
172,2,2,38,1,3,0,0,1,0,0,0,2,2,2,1,1,2,0,1
175,1,1,70,1,3,0,0,1,0,0,0,1,2,2,1,1,2,0,1
176,2,3,30,1,3,0,0,1,0,0,0,1,2,2,1,1,2,0,0
185,1,1,35,1,1,0,0,1,0,0,0,1,1,2,1,1,2,0,0
186,2,2,31,1,1,0,0,1,0,0,0,2,2,2,1,1,2,0,0
214,1,1,60,1,3,0,0,1,0,0,0,1,1,2,1,1,2,0,0
215,2,2,50,1,3,0,0,1,0,0,0,2,2,2,1,1,2,0,1
216,2,3,18,1,3,0,0,1,0,0,0,1,2,2,3,1,2,0,0
244,1,1,45,1,2,0,0,1,0,0,0,1,1,2,1,1,2,0,1
245,2,2,35,1,2,0,0,1,0,0,0,2,2,2,3,1,2,0,1
246,2,2,32,1,2,0,0,1,0,0,0,2,2,2,1,1,2,0,1
250,1,1,28,1,2,1,0,0,0,0,0,1,1,2,1,1,6,0,0
255,2,3,50,1,2,0,0,1,0,0,0,2,2,2,1,1,2,0,1
265,1,1,35,1,1,0,0,1,0,0,0,1,1,1,1,1,2,0,0
266,2,2,30,1,1,0,0,1,0,0,0,2,2,1,1,1,2,0,1
284,1,1,46,1,1,0,0,1,0,0,0,1,1,1,1,1,2,0,1
285,2,2,43,1,1,0,0,1,0,0,0,2,2,2,1,1,2,0,1
286,2,3,22,1,1,0,0,1,0,0,0,1,2,2,1,1,2,0,0
