adjmatrix_key,resp_gend,resp_status,age,religion,caste,kannada,tamil,telugu,hindi,urdu,english,villagenative,workflag,savings,electioncard,rationcard,mothertongue_2,Y,Z
1,1,1,40,1,3,1,0,0,0,0,0,1,1,1,1,1,6,0,0
2,2,2,35,1,3,0,0,0,0,0,0,2,2,1,1,1,6,0,0
12,1,1,38,1,3,0,0,1,0,0,0,1,1,1,2,1,2,0,0
13,2,2,28,1,3,0,0,1,0,0,0,2,2,2,1,1,2,0,0
27,2,2,43,1,3,1,0,0,0,0,0,2,2,2,1,1,6,0,0
31,1,1,56,1,3,1,0,0,0,0,0,1,1,1,1,1,6,0,0
32,2,2,50,1,3,1,0,0,0,0,0,2,2,1,1,1,6,0,0
33,2,3,25,1,3,1,0,0,0,0,1,1,2,2,1,1,6,0,0
48,1,1,49,1,3,0,0,1,0,0,0,1,1,1,1,1,2,0,0
49,2,2,42,1,3,0,0,1,0,0,0,2,2,2,1,1,2,0,1
53,1,1,60,1,1,1,0,0,0,0,0,1,1,2,1,1,6,0,0
54,2,2,50,1,1,0,0,0,0,0,0,2,2,2,3,1,6,0,1
55,2,3,30,1,1,1,0,0,0,0,0,1,2,2,3,1,6,0,0
57,2,1,35,1,1,1,0,0,0,0,0,2,1,2,1,1,6,0,0
58,1,1,35,1,2,1,0,0,0,0,0,1,1,1,1,1,6,0,0
59,2,2,30,1,2,1,0,0,0,0,0,2,2,1,3,1,6,1,1
62,2,1,60,1,3,1,0,0,0,0,0,2,2,1,1,1,6,1,1
64,2,3,22,1,3,1,0,0,0,0,0,1,2,2,3,1,6,0,0
65,2,3,20,1,3,1,0,0,0,0,0,1,2,2,1,1,6,0,0
68,1,1,60,1,3,0,0,0,0,0,0,1,1,1,1,1,6,0,1
69,2,2,52,1,1,1,0,0,0,0,0,2,1,1,1,1,6,1,1
71,2,3,21,1,3,1,0,0,0,0,0,1,2,2,3,1,6,0,0
85,1,1,60,1,3,0,0,0,0,0,0,1,1,2,1,1,6,0,1
86,2,2,55,1,3,0,0,0,0,0,0,2,2,2,1,1,6,0,1
87,1,3,30,1,3,1,0,0,0,0,0,1,1,1,1,1,6,0,0
88,2,3,29,1,3,1,0,0,0,0,0,2,2,2,1,1,6,0,0
91,1,3,34,1,3,1,1,0,1,0,0,1,1,1,1,1,6,0,0
92,2,3,25,1,3,1,0,0,0,0,0,2,2,2,3,1,6,0,0
95,1,1,41,1,3,0,0,1,0,0,0,1,1,1,1,1,2,0,0
96,2,2,36,1,3,1,0,0,0,0,0,2,2,1,1,1,6,0,0
98,2,3,18,1,3,0,0,1,0,0,0,1,2,2,3,1,2,0,0
103,1,1,40,1,3,1,0,0,0,1,0,1,1,2,1,1,6,0,0
104,2,2,32,1,3,1,0,0,0,0,0,2,2,2,1,1,6,0,0
107,1,1,40,1,3,0,0,1,0,0,0,1,1,2,1,1,2,0,0
108,2,2,38,1,3,1,0,0,0,0,0,2,1,1,2,1,6,1,1
135,1,1,53,1,3,0,0,1,0,0,0,1,1,1,1,1,2,0,0
136,2,2,46,1,3,1,0,0,0,0,0,2,1,2,1,1,6,0,1
138,2,3,18,1,3,1,0,0,0,0,0,1,2,2,1,1,6,0,0
143,1,1,34,1,3,0,0,1,0,0,0,2,1,2,1,1,2,0,0
144,2,2,26,1,3,1,0,0,0,0,0,1,2,1,1,1,6,0,0
148,1,1,50,1,3,0,0,1,0,0,0,1,1,2,1,1,2,0,0
149,2,2,40,1,3,1,0,0,0,0,0,2,1,1,3,1,6,0,0
156,1,1,40,1,3,1,0,0,1,0,1,1,1,1,1,1,6,0,0
157,2,2,30,1,3,0,0,0,0,0,0,2,1,2,1,1,6,0,1
177,1,1,45,1,3,1,0,0,0,0,0,1,1,1,1,1,6,0,0
178,2,2,40,1,3,0,0,0,0,0,0,2,1,2,1,1,6,0,1
181,1,1,32,1,3,0,0,1,0,0,0,1,1,2,1,2,2,0,0
182,2,2,28,1,3,1,0,0,0,0,0,2,1,2,1,1,6,0,0
197,1,1,45,1,3,0,0,0,0,0,0,1,1,2,1,1,6,0,1
