adjmatrix_key,resp_gend,resp_status,age,religion,caste,kannada,tamil,telugu,hindi,urdu,english,villagenative,workflag,savings,electioncard,rationcard,mothertongue_2,Y,Z
5,1,1,35,1,4,0,0,0,0,0,0,1,1,1,1,1,2,0,0
6,2,2,30,1,4,0,0,0,0,0,0,2,2,1,1,1,2,1,0
10,1,1,50,1,2,0,0,1,0,0,0,1,1,1,1,1,2,0,1
11,2,2,42,1,2,0,0,1,0,0,0,2,1,1,1,1,2,1,1
12,2,3,18,1,2,0,0,1,0,0,0,1,1,2,3,1,2,0,0
18,1,1,55,1,3,0,0,1,0,0,0,1,1,1,1,1,2,0,0
19,2,2,48,1,3,0,0,1,0,0,0,2,2,1,1,1,2,1,1
20,1,3,25,1,3,0,0,1,0,0,0,1,1,2,2,3,2,0,0
21,2,3,22,1,3,0,0,1,0,0,0,2,2,2,1,1,2,0,0
34,1,1,40,1,2,0,0,0,0,0,0,1,1,2,1,1,2,0,1
35,2,2,35,1,2,0,0,1,0,0,0,2,1,1,1,1,2,1,1
38,1,1,55,1,3,0,0,1,0,0,0,1,1,2,1,1,2,0,1
39,2,2,45,1,3,0,0,1,0,0,0,2,1,2,1,1,2,0,1
40,1,3,26,1,3,0,0,1,0,0,0,1,2,2,1,1,2,0,0
41,2,3,22,1,3,0,0,1,0,0,0,2,2,2,3,3,2,0,0
59,1,1,58,1,3,0,0,0,0,0,0,1,1,2,1,1,2,0,0
60,2,2,48,1,3,0,0,0,0,0,0,2,2,1,1,1,2,1,1
64,1,1,52,1,4,0,0,1,0,0,0,2,1,1,1,1,2,0,1
65,2,2,45,1,4,0,0,1,0,0,0,2,2,1,1,1,2,1,0
68,1,1,50,1,2,0,0,1,0,0,0,1,1,2,1,1,2,0,1
69,2,2,45,1,2,0,0,1,0,0,0,2,2,1,1,1,2,1,1
73,1,1,35,1,3,0,0,0,0,0,0,2,1,1,1,3,2,0,1
74,2,2,30,1,3,0,0,0,0,0,0,1,2,1,3,3,2,1,1
81,1,1,48,1,3,0,0,1,0,0,0,1,1,1,1,1,2,0,0
82,2,2,40,1,3,0,0,0,0,0,0,2,2,1,1,1,2,1,1
87,1,1,30,1,3,0,0,1,0,0,0,1,2,2,1,1,2,0,0
88,2,2,25,1,3,0,0,0,0,0,0,2,2,1,1,1,2,1,0
96,1,1,40,1,3,0,0,1,1,0,0,2,1,2,1,1,2,0,1
97,2,2,35,1,3,0,0,1,0,0,0,2,1,2,1,3,2,0,1
100,1,1,60,1,1,0,0,1,0,0,0,1,2,2,1,1,2,0,0
101,2,2,53,1,1,0,0,1,0,0,0,1,2,1,1,1,2,1,1
102,2,3,37,1,1,0,0,1,0,0,0,1,1,1,3,3,2,0,0
122,1,1,35,1,3,0,0,0,0,0,0,1,1,2,1,1,2,0,1
123,2,2,29,1,3,0,0,1,1,0,0,2,1,1,1,1,2,1,0
126,1,1,40,1,3,0,0,0,0,0,0,1,1,2,1,1,2,0,1
127,2,2,38,1,3,0,0,0,0,0,0,2,2,1,1,1,2,1,0
130,1,1,38,1,3,0,0,1,0,0,0,2,2,2,1,1,2,0,1
131,2,2,34,1,3,0,0,1,1,0,0,1,2,1,1,1,2,1,0
133,1,1,30,1,3,0,0,1,0,0,0,2,1,2,1,1,2,0,0
134,2,2,28,1,3,0,0,0,0,0,0,1,1,2,1,1,2,0,1
141,1,1,40,1,3,0,0,1,0,0,0,1,1,2,1,1,2,0,1
142,2,2,35,1,3,0,0,1,0,0,0,2,1,1,1,1,2,1,0
145,1,1,40,1,4,0,0,1,0,0,0,1,1,2,1,1,2,0,1
146,2,2,36,1,4,0,0,0,1,0,0,2,2,1,1,1,2,1,1
153,1,1,30,1,4,0,0,1,0,0,0,1,1,2,1,3,2,0,0
154,2,2,22,1,4,0,0,0,1,0,0,2,2,1,3,3,2,1,0
159,1,1,48,1,4,0,0,0,0,0,0,1,1,2,1,1,2,0,1
160,2,2,42,1,4,0,0,0,0,0,0,1,2,1,1,1,2,1,1
172,2,1,37,1,1,0,0,1,0,0,0,2,1,2,1,3,2,0,1
174,2,3,18,1,1,0,0,0,0,0,0,1,2,2,3,3,2,0,0
176,2,1,30,1,1,0,0,0,0,0,0,2,1,2,1,1,2,0,0
