adjmatrix_key,resp_gend,resp_status,age,religion,caste,kannada,tamil,telugu,hindi,urdu,english,villagenative,workflag,savings,electioncard,rationcard,mothertongue_2,Y,Z
1,1,1,35,1,4,0,0,0,0,0,0,1,1,1,1,1,2,0,1
2,2,2,31,1,4,0,0,0,0,0,0,2,2,2,1,1,2,0,0
11,2,1,28,1,4,0,0,0,0,0,0,2,2,2,1,1,2,0,0
21,2,1,42,1,4,0,0,0,0,0,0,2,1,1,1,1,2,1,1
27,1,1,60,1,4,0,0,0,0,0,0,1,1,2,1,1,2,0,1
28,2,2,48,1,4,0,0,0,0,0,0,2,2,2,1,1,2,0,1
29,1,1,55,1,4,0,0,0,0,0,0,1,1,1,1,1,2,0,0
30,2,2,45,1,4,0,0,0,0,0,0,1,2,2,1,1,2,0,1
32,1,3,40,1,4,0,0,0,0,0,0,1,1,2,1,1,2,0,0
33,2,3,32,1,4,0,0,0,0,0,0,2,2,2,1,1,2,0,0
36,1,3,35,1,4,0,0,0,0,0,1,1,1,2,1,1,2,0,0
37,2,3,27,1,4,0,0,0,0,0,0,2,2,2,1,1,2,0,0
41,1,1,40,1,4,0,0,0,0,0,0,1,1,1,1,1,2,1,0
42,2,2,32,1,4,0,0,0,0,0,0,2,2,2,1,1,2,0,1
53,1,1,38,1,4,0,0,0,0,0,0,1,1,1,1,3,2,0,0
54,2,2,28,1,4,0,0,0,0,0,0,2,2,2,1,1,2,0,0
66,1,1,45,1,4,0,0,0,0,0,0,1,1,2,1,1,2,0,0
67,2,2,40,1,4,0,0,0,0,0,0,2,2,1,1,1,2,1,1
78,2,1,50,1,4,0,0,0,0,0,0,1,2,2,1,1,2,0,0
79,2,3,35,1,4,0,0,0,0,0,0,1,1,1,1,1,2,1,1
83,1,1,45,1,3,0,0,0,0,0,0,1,1,2,1,3,2,0,1
84,2,2,38,1,3,0,0,0,0,0,0,2,2,2,1,1,2,0,1
91,1,1,55,1,4,0,0,0,0,0,0,1,1,2,1,1,2,0,0
92,2,2,50,1,4,0,0,0,0,0,0,2,2,2,1,1,2,0,0
93,1,3,29,1,4,1,1,1,1,0,1,1,1,1,1,1,2,0,0
96,1,1,33,1,4,0,0,0,0,0,0,1,1,1,1,1,2,1,0
98,2,3,24,1,4,0,0,0,0,0,0,1,2,2,1,1,2,0,0
107,1,1,45,1,4,0,0,0,0,0,0,1,1,2,1,1,2,0,0
