adjmatrix_key,resp_gend,resp_status,age,religion,caste,kannada,tamil,telugu,hindi,urdu,english,villagenative,workflag,savings,electioncard,rationcard,mothertongue_2,Y,Z
28,2,1,55,1,2,0,0,0,0,0,0,2,1,2,3,1,2,0,1
29,1,3,30,1,2,0,0,0,0,0,0,1,1,2,1,1,2,0,0
30,2,3,20,1,2,0,0,0,0,0,0,2,2,2,3,1,2,0,1
32,1,1,55,1,3,0,0,1,0,0,0,1,1,2,1,1,2,0,0
33,2,2,45,1,3,1,0,0,0,0,0,2,1,2,1,1,6,0,1
36,2,1,48,1,3,0,0,1,0,0,0,1,2,2,1,1,2,0,0
72,1,1,50,1,3,0,0,0,0,0,0,1,1,2,1,1,2,0,0
73,2,2,41,1,3,0,0,0,0,0,0,2,2,2,1,1,2,0,1
74,2,2,35,1,3,0,0,0,0,0,0,2,2,2,1,1,2,0,1
76,2,3,21,1,3,0,0,0,1,0,0,1,2,2,1,1,2,0,0
78,2,3,18,1,3,0,0,0,0,0,0,1,2,2,3,1,2,0,0
82,1,1,65,1,3,0,0,0,0,0,0,1,2,1,3,1,2,0,1
83,1,3,42,1,3,0,0,1,0,0,0,1,1,2,1,1,2,0,0
86,1,3,35,1,3,0,0,0,0,0,0,1,1,2,1,1,2,0,0
87,2,3,28,1,3,0,0,0,0,0,0,2,1,2,1,1,2,0,0
88,2,3,28,1,3,0,0,0,0,0,0,1,1,-999,1,1,2,0,0
96,1,1,42,1,3,0,0,1,0,0,0,1,1,2,1,1,2,0,0
97,2,2,35,1,3,0,0,1,0,0,0,2,1,2,1,1,2,0,0
100,1,3,40,1,3,0,1,1,1,0,0,1,1,1,1,3,2,0,0
101,2,3,30,1,3,0,0,0,0,0,0,2,2,2,1,3,2,0,0
109,1,1,80,1,3,0,0,0,1,0,0,2,2,2,1,1,2,0,1
110,2,2,70,1,3,0,0,0,0,0,0,1,2,2,1,1,2,0,1
111,2,3,35,1,3,0,0,0,0,0,0,1,1,2,1,1,2,0,1
117,1,1,48,1,3,0,0,0,0,0,0,1,1,2,1,1,2,0,1
118,2,2,42,2,3,0,0,0,0,0,0,2,1,1,1,1,2,0,1
132,1,1,40,1,3,0,0,0,0,0,0,1,1,2,1,1,2,0,0
133,2,2,30,1,3,0,0,1,1,0,0,2,1,2,1,1,2,0,1
155,2,1,40,1,3,0,0,1,0,0,0,1,1,2,1,1,2,0,1
