adjmatrix_key,resp_gend,resp_status,age,religion,caste,kannada,tamil,telugu,hindi,urdu,english,villagenative,workflag,savings,electioncard,rationcard,mothertongue_2,Y,Z
1,1,1,35,1,2,0,1,1,0,0,0,2,1,1,3,3,2,0,0
2,2,2,30,1,2,1,0,0,0,0,0,1,1,2,3,3,6,0,1
13,1,1,35,1,2,1,0,0,0,0,0,1,1,1,1,1,6,0,1
14,2,2,30,1,2,1,1,0,0,0,0,1,1,2,1,1,6,0,1
19,1,1,45,1,1,1,0,1,1,0,0,2,1,2,1,1,5,0,1
20,2,2,35,1,1,1,0,1,0,0,0,1,1,2,1,1,5,0,1
24,1,1,40,1,4,0,1,1,0,0,0,1,1,1,1,1,2,0,0
25,2,2,38,1,4,0,0,1,0,0,0,2,2,1,1,1,2,1,0
26,1,1,45,1,2,1,1,0,0,0,0,2,1,1,1,1,6,0,0
27,2,2,42,1,2,1,0,0,0,0,0,1,2,2,1,1,6,0,1
35,1,1,52,1,1,0,0,0,1,0,0,2,1,2,3,1,5,0,1
36,2,2,42,1,1,1,0,1,0,0,0,1,1,2,1,1,5,0,1
39,1,1,40,1,3,1,0,1,0,0,0,1,1,1,1,1,5,0,1
40,2,2,30,1,3,1,0,1,0,0,0,2,1,1,1,1,5,1,1
49,1,1,43,1,3,1,0,1,0,0,0,1,1,2,1,1,5,0,1
50,2,2,35,1,3,1,0,1,0,0,0,2,1,2,1,1,5,0,1
68,1,1,30,1,2,1,1,0,0,0,0,1,1,2,3,1,6,0,0
69,2,2,25,1,2,1,0,0,0,0,0,2,2,2,1,1,6,0,1
70,1,3,33,1,2,1,0,0,0,0,0,1,1,1,1,1,6,0,1
71,2,3,30,1,2,1,0,0,0,0,0,2,1,2,1,1,6,0,0
80,1,3,55,1,2,1,0,0,0,0,0,1,2,2,1,1,6,0,1
81,2,3,50,1,2,1,0,0,0,0,0,2,1,2,1,1,6,0,1
86,1,1,35,1,1,0,1,1,0,0,0,1,1,2,1,1,2,0,0
87,2,2,28,1,1,0,0,1,0,0,0,2,2,2,1,1,2,0,0
89,2,3,38,1,1,0,1,1,0,0,0,1,1,2,1,3,2,0,1
91,1,3,28,1,1,0,0,1,0,0,0,1,1,1,1,1,2,0,0
92,2,3,21,1,1,0,0,0,0,0,0,2,2,2,3,3,2,0,0
103,1,1,35,1,1,1,0,1,0,0,0,1,1,1,1,1,5,0,0
104,2,2,28,1,1,1,0,0,0,0,0,2,2,2,1,1,6,0,1
117,1,1,57,1,3,1,0,1,0,0,0,1,1,2,1,1,5,0,1
118,2,2,47,1,3,1,0,1,0,0,0,1,2,2,1,3,5,0,0
119,2,2,38,1,3,1,0,1,0,0,0,1,2,2,1,3,5,0,0
120,1,3,32,1,3,1,0,1,0,0,0,1,1,2,1,3,5,0,0
121,2,3,26,1,3,1,0,1,0,0,0,2,2,2,3,3,5,0,0
125,1,3,29,1,3,1,0,1,0,0,0,1,1,2,1,3,5,0,0
126,2,3,25,1,3,1,0,1,0,0,0,2,1,2,1,3,5,0,0
128,1,3,23,1,3,1,0,1,0,0,0,1,1,2,1,3,5,0,0
129,2,3,20,1,3,1,0,1,0,0,0,2,2,2,3,3,5,0,0
142,1,1,64,1,1,1,0,1,0,0,0,1,2,1,1,1,5,0,1
143,1,3,37,1,1,1,0,0,0,0,0,1,1,1,1,1,6,0,0
148,1,3,31,1,1,1,0,1,0,0,0,1,1,1,1,1,5,0,0
149,2,3,21,1,1,1,0,0,0,0,0,2,2,1,3,1,5,0,0
157,1,1,50,1,1,1,0,1,0,0,0,1,1,1,1,1,5,0,0
158,2,2,43,1,1,1,0,1,0,0,0,2,2,2,1,1,5,0,0
162,1,3,40,1,1,1,0,1,0,0,0,1,1,2,1,1,5,0,0
163,2,3,30,1,1,1,0,0,0,0,0,2,2,2,1,1,5,0,0
167,1,1,35,1,2,1,0,0,0,0,0,1,1,2,1,1,6,0,1
168,2,2,25,1,2,1,0,0,0,0,0,2,1,2,1,1,6,0,1
172,1,1,40,1,2,1,1,0,0,0,0,1,1,2,1,1,6,0,1
173,2,2,32,1,2,1,0,0,0,0,0,2,1,2,1,1,6,0,1
178,1,1,35,1,2,1,0,0,0,0,0,1,1,2,1,1,6,0,0
179,2,2,34,1,2,1,0,0,0,0,0,2,1,2,1,1,6,0,1
185,1,1,30,1,1,0,1,1,0,0,0,1,1,2,1,3,2,0,0
186,2,2,25,1,1,0,0,1,0,0,0,1,2,2,3,3,2,0,0
208,2,2,45,1,1,0,0,0,0,0,0,2,1,2,1,1,2,0,0
211,1,1,35,1,1,0,1,1,1,0,0,1,1,2,1,1,2,0,0
212,2,2,32,1,1,0,0,0,0,0,0,2,2,2,1,1,2,0,0
217,1,1,45,1,3,0,0,1,0,0,0,2,1,2,1,1,2,0,0
218,2,2,35,1,3,0,0,0,0,0,0,1,2,2,1,1,2,0,1
226,1,1,30,1,1,0,0,1,0,0,0,1,1,2,1,1,2,0,0
227,2,2,28,1,1,0,1,1,0,0,0,2,2,2,1,1,2,0,0
231,1,1,27,1,1,0,1,1,0,0,0,1,1,2,1,1,2,0,0
232,2,2,20,1,1,0,0,0,0,0,0,2,2,2,3,3,2,0,0
233,1,3,55,1,1,0,0,0,0,0,0,1,1,2,1,1,2,0,0
234,2,3,50,1,1,0,0,1,0,0,0,2,1,1,1,1,2,1,0
236,2,2,40,1,3,1,0,1,0,0,0,1,1,1,1,1,5,1,1
238,2,3,20,1,3,1,0,1,0,0,0,1,1,2,3,1,5,0,0
244,1,1,31,1,2,1,1,0,0,0,0,1,1,1,1,1,6,0,0
245,2,2,23,1,2,1,0,0,0,0,0,2,2,1,1,1,6,0,0
252,2,2,35,1,3,1,0,1,0,0,0,2,2,1,1,1,5,1,0
254,1,1,70,1,3,1,0,1,0,0,0,1,1,2,1,1,5,0,1
255,1,3,50,1,3,1,0,1,0,0,0,1,1,2,1,1,5,0,1
256,2,3,40,1,3,1,0,1,0,0,0,2,2,2,1,1,5,0,1
268,1,1,40,1,3,0,0,1,0,0,0,1,1,1,1,1,2,0,0
269,2,2,35,1,3,0,0,0,0,0,0,2,1,1,1,1,2,1,1
273,1,1,27,1,3,0,0,1,0,0,0,1,1,2,1,1,2,0,0
274,2,2,23,1,3,0,1,1,0,0,0,2,2,1,3,3,2,1,0
297,1,1,45,1,3,0,0,1,0,0,0,1,1,1,1,1,2,0,1
298,2,2,38,1,3,0,0,0,0,0,0,2,1,2,1,1,2,0,1
299,2,3,18,1,3,0,0,0,0,0,0,1,2,2,3,1,2,0,0
321,1,1,30,1,3,1,0,1,1,0,0,2,1,2,1,1,5,0,0
322,2,2,23,1,3,1,0,1,0,0,0,1,1,2,1,1,5,0,0
325,1,1,45,1,3,1,0,1,0,0,0,1,1,1,1,1,5,0,0
326,2,2,39,1,3,1,0,1,1,0,0,2,1,1,1,1,5,1,0
328,2,3,18,1,3,1,0,1,0,0,0,1,2,2,3,1,5,0,0
331,1,1,35,1,3,1,0,1,0,0,0,1,1,1,2,3,5,0,0
337,1,1,35,1,2,1,1,0,1,0,0,1,1,1,1,1,6,0,0
347,2,1,35,1,3,1,0,1,0,0,0,1,1,1,1,1,5,1,1
349,1,1,35,1,3,1,0,1,0,1,0,1,1,1,1,1,5,0,0
355,1,1,40,1,1,1,0,1,0,0,0,1,1,1,1,3,5,0,1
356,2,2,35,1,1,1,0,0,0,0,0,2,2,2,1,3,5,0,0
369,2,2,38,1,3,0,0,0,0,0,0,2,1,1,3,3,2,1,0
373,1,1,48,1,3,0,1,1,0,0,0,1,2,1,1,1,2,0,0
374,2,2,40,1,3,0,0,0,0,0,0,2,1,2,1,1,2,0,1
383,1,1,49,1,3,1,0,1,0,0,0,1,1,1,1,1,5,0,1
384,2,2,40,1,3,0,1,1,0,0,0,2,2,1,1,2,2,0,1
393,2,2,45,1,3,1,0,1,0,0,0,2,1,2,1,1,5,0,1
400,1,1,49,1,3,0,0,0,0,0,0,1,1,2,1,1,2,0,0
401,2,2,40,1,3,0,0,0,0,0,0,2,1,2,1,1,2,0,1
404,1,1,60,1,3,1,0,1,0,0,0,1,1,1,3,3,5,0,0
405,2,2,45,1,3,1,0,1,0,0,0,1,1,1,1,3,5,1,1
416,2,2,30,1,3,1,0,1,0,0,0,2,1,2,1,1,5,0,1
419,1,1,40,1,1,0,1,1,0,0,0,1,2,2,1,1,2,0,1
420,2,2,35,1,1,0,0,1,0,0,0,2,2,2,1,1,2,0,1
429,1,1,55,1,1,0,1,1,0,0,0,1,2,2,1,1,2,0,1
430,2,2,50,1,1,0,0,0,0,0,0,2,2,2,1,1,2,0,1
440,1,1,30,1,1,0,0,0,0,0,0,1,1,1,1,3,2,0,0
441,2,2,22,1,1,0,0,0,0,0,0,2,2,2,3,3,2,0,0
455,1,1,50,1,1,0,1,1,0,0,0,1,1,1,1,1,2,0,0
456,2,2,45,1,1,0,0,1,0,0,0,2,2,2,1,1,2,0,1
457,1,3,21,1,1,0,0,1,0,0,0,1,1,2,3,1,2,0,0
458,2,3,18,1,1,0,0,0,0,0,0,2,1,2,3,3,2,0,1
459,2,3,18,1,1,0,0,1,0,0,0,1,1,1,3,1,2,0,0
466,1,1,50,1,1,0,0,0,0,0,0,1,1,1,1,1,2,0,1
467,2,2,40,1,1,0,0,1,0,0,0,2,1,1,1,1,2,0,1
470,1,1,55,1,1,0,0,0,0,0,0,1,2,1,1,1,2,0,0
474,1,1,38,1,1,0,0,0,0,0,0,1,1,1,1,1,2,0,0
475,2,1,34,1,1,0,0,0,0,0,0,2,2,1,1,1,2,1,0
480,1,1,35,1,1,0,1,1,0,0,0,1,1,1,1,1,2,0,0
481,2,2,27,1,1,0,0,0,0,0,0,2,2,2,1,1,2,0,0
490,1,1,30,1,1,0,1,1,1,0,0,1,1,2,1,1,2,0,0
491,2,2,22,1,1,0,0,0,0,0,0,2,2,2,3,1,2,0,0
494,2,3,50,1,1,0,1,1,0,0,0,2,1,1,1,1,2,1,1
495,1,1,37,1,1,0,1,1,0,0,0,1,1,1,1,1,2,0,0
496,2,2,27,1,1,0,0,1,0,0,0,2,2,1,3,1,2,1,0
503,1,1,26,1,1,0,0,1,1,0,0,1,1,2,1,1,2,0,0
504,2,2,22,1,1,0,0,1,0,0,0,2,2,2,3,1,2,0,0
507,1,1,55,1,1,0,0,1,0,0,0,1,1,1,1,1,2,0,0
508,2,2,47,1,1,0,0,0,0,0,0,2,2,1,1,1,2,0,0
509,1,3,30,1,1,0,0,1,0,0,0,1,1,2,3,1,2,0,0
510,2,3,28,1,1,0,0,1,0,0,0,2,2,2,3,1,2,0,0
514,2,2,50,1,1,0,0,0,0,0,0,1,1,2,1,1,2,0,1
516,2,2,23,1,3,1,0,1,0,0,0,2,2,1,1,1,5,1,0
523,1,1,35,1,3,1,0,1,0,0,0,1,1,2,1,1,5,0,1
