adjmatrix_key,resp_gend,resp_status,age,religion,caste,kannada,tamil,telugu,hindi,urdu,english,villagenative,workflag,savings,electioncard,rationcard,mothertongue_2,Y,Z
1,1,1,32,1,4,0,0,0,0,0,0,1,2,2,1,1,2,0,0
2,2,2,28,1,4,0,0,0,0,0,0,2,2,2,1,1,2,0,0
13,1,1,44,1,4,0,0,0,0,0,0,1,2,2,1,1,2,0,1
14,2,2,39,1,4,0,0,0,0,0,0,2,1,2,1,1,2,0,0
16,1,1,57,1,3,0,0,0,0,0,0,1,1,1,1,1,2,0,0
17,2,2,48,1,3,0,0,0,0,0,0,2,2,2,1,1,2,0,0
34,1,1,45,1,1,0,0,0,0,0,0,2,1,2,1,1,2,0,0
35,2,2,38,1,1,0,0,0,0,0,0,1,2,2,1,1,2,0,1
41,1,1,55,1,4,0,0,0,0,0,0,1,1,2,1,1,2,0,0
42,2,2,48,1,4,0,0,0,0,0,0,2,1,2,1,1,2,0,0
44,1,1,35,1,1,0,0,0,0,0,0,1,1,1,1,1,2,0,0
45,2,2,31,1,1,0,0,0,0,0,0,2,2,1,1,1,2,0,0
50,1,1,63,1,1,0,0,0,0,0,0,1,2,1,1,1,2,0,0
51,2,2,45,1,1,0,0,0,0,0,0,2,2,2,1,1,2,0,1
57,1,1,50,1,1,0,0,0,0,0,0,1,1,2,1,1,2,0,1
58,2,2,45,1,1,0,0,0,0,0,0,2,1,1,1,1,2,1,1
59,2,3,20,1,1,0,0,0,0,0,0,1,2,2,1,1,2,0,0
65,1,1,52,1,4,0,0,0,0,0,0,1,1,1,1,1,2,0,0
66,2,2,49,1,4,0,0,0,0,0,0,2,2,2,1,1,2,0,0
68,1,3,38,1,4,0,0,0,0,0,0,1,2,2,1,1,2,0,0
69,2,3,30,1,4,0,0,0,0,0,0,2,2,2,1,1,2,0,0
72,1,1,27,1,4,0,0,0,0,0,0,1,1,1,1,1,2,0,0
73,2,2,25,1,4,0,0,0,0,0,0,2,2,2,1,1,2,0,0
97,1,1,48,1,1,0,0,0,0,0,0,1,2,2,1,1,2,0,0
98,2,2,42,1,1,0,0,0,0,0,0,1,1,2,1,1,2,0,1
110,1,1,50,1,4,0,0,0,0,0,0,1,1,1,1,3,2,0,0
111,2,2,42,1,4,0,0,0,0,0,0,2,2,1,1,1,2,0,0
113,1,3,38,1,4,0,0,0,0,0,0,1,1,2,1,3,2,0,0
114,2,3,32,1,4,0,0,0,0,0,0,2,2,1,1,1,2,0,0
129,1,1,37,1,1,0,0,0,0,0,0,1,2,2,1,1,2,0,1
130,2,2,34,1,1,0,0,0,0,0,0,2,1,2,1,1,2,0,1
142,1,1,40,1,1,0,0,0,0,0,0,1,1,1,1,1,2,0,0
143,2,2,35,1,1,0,0,0,0,0,0,2,1,2,1,1,2,0,1
180,1,1,36,1,1,0,0,0,0,0,0,1,1,2,1,1,2,0,0
181,2,2,30,1,1,0,0,0,0,0,0,2,2,1,1,1,2,1,1
184,1,1,30,1,1,0,0,0,0,0,0,1,1,2,1,1,2,0,0
185,2,2,23,1,1,0,0,0,0,0,0,2,2,1,1,1,2,1,0
188,1,3,25,1,1,0,0,0,0,0,0,1,1,1,1,1,2,0,0
189,2,3,21,1,1,0,0,0,0,0,0,1,2,1,1,1,2,1,0
192,2,1,50,1,1,0,0,0,0,0,0,2,2,2,1,1,2,0,1
197,1,1,50,1,1,0,0,0,0,0,0,1,1,2,1,1,2,0,1
198,2,2,45,1,1,0,0,0,0,0,0,2,1,2,1,1,2,0,1
199,2,3,20,1,1,0,0,0,0,0,0,1,2,2,1,1,2,0,0
203,1,1,40,1,1,0,0,0,0,0,0,1,1,2,1,1,2,0,0
204,2,2,35,1,1,0,0,0,0,0,0,2,1,1,1,1,2,1,1
207,1,1,39,1,1,0,0,0,0,0,0,1,1,2,1,1,2,0,1
208,2,2,34,1,1,0,0,0,0,0,0,2,1,2,1,1,2,0,1
212,1,1,45,1,1,0,0,0,0,0,0,1,1,2,1,1,2,0,1
213,2,2,39,1,1,0,0,0,0,0,0,2,2,1,1,1,2,1,1
