adjmatrix_key,resp_gend,resp_status,age,religion,caste,kannada,tamil,telugu,hindi,urdu,english,villagenative,workflag,savings,electioncard,rationcard,mothertongue_2,Y,Z
11,1,1,45,1,3,0,0,1,0,0,0,2,1,2,1,1,2,0,0
12,2,2,38,1,3,0,0,1,0,0,0,2,2,2,1,1,2,0,0
20,1,1,40,1,3,0,1,1,0,1,0,1,1,2,1,3,2,0,0
21,2,2,28,1,3,0,0,1,0,0,0,2,2,2,3,3,2,0,1
29,1,1,65,1,2,0,0,1,0,0,0,1,2,1,1,1,2,0,1
30,2,2,50,1,2,0,0,1,0,0,0,2,2,1,1,1,2,1,1
31,1,3,30,1,2,0,0,1,0,0,0,1,1,2,1,1,2,0,0
32,2,3,25,1,2,0,0,1,0,0,0,2,2,2,3,3,2,0,0
48,1,1,60,1,1,0,0,1,0,0,0,1,1,2,1,1,2,0,0
49,2,2,50,1,1,0,0,1,0,0,0,2,1,2,1,1,2,0,1
50,2,3,25,1,1,0,0,1,0,0,0,1,2,2,1,3,2,0,0
51,1,3,40,1,1,0,1,1,0,0,0,2,1,2,3,3,2,0,1
54,1,1,54,1,3,0,0,1,0,0,0,1,2,1,1,1,2,0,1
55,1,3,30,1,3,0,0,1,0,0,0,1,1,2,1,1,2,0,0
56,2,3,22,1,3,0,0,1,0,0,0,2,2,1,1,1,2,1,0
60,1,1,35,1,3,0,0,1,0,0,0,2,1,2,1,1,2,0,0
61,2,2,28,1,3,0,0,1,0,0,0,1,1,1,1,1,2,1,0
64,1,1,58,1,4,0,0,1,0,0,0,1,1,1,1,1,2,0,0
65,2,2,45,1,4,0,0,1,0,0,0,2,2,2,1,1,2,0,0
78,1,1,48,1,1,0,0,1,0,0,0,1,1,2,1,1,2,0,0
79,2,2,42,1,1,0,0,1,0,0,0,1,1,2,1,1,2,0,1
80,1,3,26,1,1,0,0,1,0,0,0,1,1,2,1,1,2,0,0
81,2,3,22,1,1,0,0,1,0,0,0,2,2,2,1,3,2,0,1
98,1,1,35,1,3,0,0,1,0,0,0,1,2,1,1,1,2,0,0
99,2,2,28,1,3,0,0,1,0,0,0,2,2,2,1,1,2,0,0
107,2,3,30,1,3,0,0,1,0,0,0,2,2,1,1,1,2,1,1
108,1,1,25,1,1,0,0,1,0,0,0,1,1,2,1,1,2,0,0
109,2,2,20,1,1,0,0,1,0,0,0,1,2,2,3,3,2,0,0
113,2,2,30,1,3,0,0,1,0,0,0,1,1,2,1,1,2,0,0
115,1,1,55,1,3,0,0,1,0,0,0,2,1,2,1,1,2,0,1
116,2,2,45,1,3,0,0,1,0,0,0,1,1,2,1,1,2,0,0
119,1,1,40,1,3,0,0,1,0,0,0,1,1,2,1,1,2,0,1
120,2,2,35,1,3,0,0,1,0,0,0,2,2,2,1,1,2,0,0
124,1,1,49,1,3,0,0,1,0,0,0,1,1,1,1,1,2,0,0
125,2,2,40,1,3,0,0,1,0,0,0,2,1,1,1,1,2,0,0
126,2,3,18,1,3,0,0,1,1,0,1,1,1,2,1,1,2,0,0
