adjmatrix_key,resp_gend,resp_status,age,religion,caste,kannada,tamil,telugu,hindi,urdu,english,villagenative,workflag,shgparticipate,savings,rationcard,mothertongue_2,Y,Z
7,1,1,38,2,3,1,0,0,1,0,0,2,1,2,1,1,7,1,1
8,2,2,30,2,3,0,0,0,0,0,0,2,1,1,1,1,7,1,0
13,1,1,58,1,4,0,0,0,0,0,0,1,2,2,1,1,2,1,0
14,2,2,46,1,4,0,0,0,0,0,0,2,2,2,1,1,2,1,0
16,2,3,19,1,4,0,0,0,0,0,0,1,2,2,1,3,2,0,0
22,1,1,50,1,4,0,0,0,0,0,0,1,1,2,1,1,2,1,0
23,2,2,45,1,4,0,0,0,0,0,0,2,2,1,1,1,2,1,0
48,1,1,46,1,4,0,0,0,0,0,0,1,1,2,2,1,2,1,1
49,2,2,40,1,4,0,0,0,0,0,0,2,2,1,1,1,2,1,1
73,2,2,33,1,4,0,0,0,0,0,0,2,2,1,1,1,2,1,1
76,1,1,52,1,4,0,0,0,0,0,0,1,1,2,2,1,2,1,0
77,2,2,40,1,4,0,0,0,0,0,0,2,1,1,1,1,2,1,1
78,2,3,18,1,4,0,0,0,0,0,0,1,2,1,1,1,2,0,0
79,1,1,50,1,4,0,0,0,0,0,0,1,1,2,2,1,2,1,1
80,2,2,42,1,4,0,0,0,0,0,0,2,1,1,1,1,2,1,1
81,1,3,25,1,4,0,0,0,0,0,0,1,2,2,2,1,2,1,0
87,1,1,50,1,4,0,0,0,0,0,0,1,1,2,2,1,2,1,1
88,2,2,40,1,4,0,0,0,0,0,0,2,2,1,1,1,2,1,1
95,1,1,45,2,4,0,0,0,0,0,0,1,1,2,2,3,2,1,0
96,2,2,36,1,4,0,0,0,0,0,0,2,2,1,1,3,2,1,1
97,2,3,20,1,4,0,0,0,0,0,0,1,2,2,2,3,2,0,0
104,2,1,50,1,4,0,0,0,0,0,0,2,2,1,1,1,2,1,0
107,2,3,22,1,4,0,0,0,0,0,0,1,2,1,1,1,2,0,0
111,1,1,39,1,4,0,0,0,0,0,0,1,1,2,1,3,2,1,1
112,2,2,28,2,4,0,0,0,0,0,0,2,1,2,1,3,2,1,0
129,2,2,50,1,4,0,0,0,0,0,0,2,2,1,1,1,2,1,1
133,2,1,50,1,4,0,0,0,0,0,0,1,2,1,1,1,2,1,1
139,1,1,35,1,4,0,0,0,0,0,0,1,1,2,2,3,2,1,0
140,2,2,33,2,4,0,0,0,0,0,0,2,2,2,2,3,2,1,0
145,1,1,75,1,4,0,0,0,0,0,0,1,2,2,2,1,2,1,0
146,2,2,60,1,4,0,0,0,0,0,0,2,1,2,1,1,2,1,1
148,2,3,33,1,4,0,0,0,0,0,0,1,2,1,1,1,2,1,1
156,1,1,62,1,4,0,0,0,0,0,0,1,1,2,1,1,2,1,0
158,1,3,34,1,4,0,1,1,0,1,1,2,1,2,2,1,2,0,0
159,2,3,27,1,4,0,0,0,0,0,0,2,2,2,1,1,2,1,0
161,1,1,32,1,4,0,0,0,0,0,0,1,1,2,2,1,2,1,0
162,2,2,22,1,4,0,0,0,0,0,0,2,2,1,1,1,2,0,0
163,1,3,30,1,4,0,0,0,0,0,1,1,1,2,1,1,2,1,0
164,2,3,21,1,4,0,0,0,0,0,0,2,2,2,2,1,2,0,0
172,1,1,35,1,4,0,0,0,0,0,0,1,1,2,2,3,2,0,1
173,2,2,30,1,4,0,0,0,0,0,0,2,2,1,1,3,2,0,1
175,2,3,50,1,4,0,0,0,0,0,0,1,1,1,1,1,2,1,1
204,1,1,48,1,4,0,0,0,0,0,0,1,1,2,1,1,2,1,0
205,2,2,34,1,4,0,0,0,0,0,0,2,1,1,1,1,2,1,1
208,1,1,50,1,4,0,0,0,0,0,0,1,1,2,2,1,2,1,0
209,2,2,45,1,4,0,0,0,0,0,0,2,1,2,2,3,2,1,0
211,2,3,20,1,4,0,0,0,0,0,0,1,2,2,2,1,2,0,0
214,1,1,50,1,4,0,0,0,0,0,0,1,1,2,1,1,2,1,1
215,2,2,42,3,4,0,0,0,0,0,0,2,2,1,1,1,2,0,0
