adjmatrix_key,resp_gend,resp_status,age,religion,caste,kannada,tamil,telugu,hindi,urdu,english,villagenative,workflag,shgparticipate,savings,rationcard,mothertongue_2,Y,Z
6,2,1,65,1,3,1,0,0,0,0,0,2,1,2,2,3,6,1,1
11,1,1,35,1,3,0,0,1,0,0,0,1,1,2,2,3,2,1,0
12,2,2,29,1,3,1,0,0,0,0,0,2,2,2,2,3,6,1,0
15,1,1,65,1,3,0,0,1,0,0,0,1,1,2,2,1,2,1,1
16,2,2,55,1,3,0,0,1,0,0,0,2,1,2,2,1,2,1,1
17,1,3,28,1,3,0,0,1,0,0,0,1,1,2,2,1,2,1,0
18,2,3,25,1,3,0,0,1,0,0,0,2,1,2,1,1,2,1,0
21,1,1,58,1,3,0,0,1,0,0,0,1,2,2,1,3,2,1,0
22,2,2,45,1,3,0,0,1,0,0,0,2,1,2,2,3,2,1,0
36,1,1,55,1,3,0,0,1,0,0,0,2,1,2,2,1,2,1,1
37,2,2,50,1,3,0,0,1,0,0,0,1,1,2,2,1,2,1,1
38,1,3,35,1,3,0,0,1,0,0,0,1,1,2,2,1,2,1,0
39,2,3,30,1,3,0,0,1,0,0,0,2,2,2,2,1,2,1,0
49,2,1,60,1,3,0,0,0,0,0,0,2,1,2,2,1,2,1,1
53,1,1,57,1,3,0,0,1,0,0,0,1,2,2,1,1,2,1,0
58,2,1,45,1,3,0,0,0,0,0,0,2,1,2,2,3,2,0,1
61,1,1,38,1,3,0,0,1,0,0,0,1,1,2,1,1,2,1,0
62,2,2,29,1,3,0,0,1,0,0,0,1,1,2,1,1,2,1,0
69,1,1,55,1,3,0,0,1,0,0,0,1,1,2,2,1,2,1,1
70,2,2,45,1,3,0,0,1,0,0,0,2,1,2,2,1,2,0,0
71,2,3,25,1,3,0,0,1,0,0,0,1,1,2,2,1,2,1,0
72,1,3,30,1,3,0,0,1,0,0,0,2,1,2,2,1,2,1,0
80,1,1,60,1,3,0,0,1,0,0,0,1,1,2,2,1,2,1,0
81,2,2,50,1,3,0,0,1,0,0,0,1,2,2,2,1,2,1,0
91,1,1,65,1,3,0,0,1,0,0,0,1,2,2,2,1,2,1,1
92,2,2,55,1,3,0,0,0,0,0,0,2,1,2,2,1,2,1,1
93,1,3,28,1,3,0,0,1,0,0,0,1,1,2,1,1,2,1,0
94,2,3,20,1,3,0,0,1,0,0,0,2,2,2,2,3,2,0,0
102,1,1,35,1,3,0,0,1,0,0,0,1,2,2,2,3,2,1,0
103,2,2,30,1,3,0,0,1,0,0,0,1,2,2,1,3,2,1,0
110,1,1,38,1,3,0,0,1,0,0,0,1,1,2,1,1,2,1,0
111,2,2,35,1,3,0,0,1,0,0,0,2,2,2,1,1,2,1,0
122,1,1,36,1,1,0,0,1,0,0,0,1,1,2,2,1,2,1,1
123,2,2,27,1,1,0,0,1,0,0,0,2,1,2,2,1,2,1,1
135,1,1,30,1,1,0,0,1,0,0,0,1,1,2,2,1,2,1,0
136,2,2,28,1,1,0,0,1,0,0,0,2,1,2,2,1,2,1,0
145,2,1,50,1,1,0,0,1,0,0,0,2,2,2,2,1,2,1,1
146,1,3,35,1,1,0,0,1,0,0,0,1,1,2,2,1,2,1,0
154,1,1,45,1,1,0,0,1,0,0,0,1,1,2,2,1,2,1,1
155,2,2,40,1,1,0,0,1,0,0,0,2,1,2,2,1,2,1,1
161,1,1,35,1,1,0,0,1,0,0,0,1,1,2,2,3,2,1,0
162,2,2,25,1,1,0,0,1,0,0,0,2,1,2,2,3,2,1,0
168,1,1,47,1,1,0,0,1,0,0,0,1,1,2,2,1,2,1,0
169,2,2,43,1,1,0,0,1,0,0,0,2,1,2,2,1,2,1,1
183,1,1,30,1,3,0,0,1,0,0,0,1,1,2,2,1,2,1,0
184,2,2,18,1,3,0,0,1,0,0,0,2,2,2,2,3,2,0,0
192,1,1,35,1,1,0,0,1,0,0,0,1,1,2,1,3,2,1,0
193,2,2,26,1,1,0,0,1,0,0,0,2,2,2,2,3,2,1,0
206,1,1,40,1,1,0,0,1,0,0,0,1,2,2,2,1,2,1,1
207,2,2,30,1,1,0,0,1,0,0,0,2,2,2,2,1,2,1,1
210,1,1,35,1,1,0,0,1,0,0,0,1,2,2,2,1,2,1,1
211,2,2,28,1,1,0,0,1,0,0,0,2,1,2,2,1,2,1,1
214,2,3,30,1,3,0,0,1,0,0,0,1,1,2,2,3,2,1,1
215,2,1,65,1,3,0,0,1,0,0,0,2,2,2,2,1,2,1,1
216,1,3,25,1,3,0,0,1,0,0,0,1,1,2,2,1,2,1,0
217,2,3,23,1,3,0,0,1,0,0,0,2,2,2,2,1,2,0,1
220,2,3,30,1,3,0,0,1,0,0,0,1,1,2,2,3,2,1,1
221,1,1,65,1,3,0,0,1,0,0,0,1,2,2,2,1,2,1,1
222,2,2,50,1,3,0,0,1,0,0,0,2,2,2,2,1,2,1,1
226,1,1,36,1,3,0,0,1,0,0,0,1,1,2,2,1,2,1,0
227,2,2,28,1,3,1,0,0,0,0,0,2,2,2,2,1,6,1,0
255,1,1,60,1,3,0,0,1,0,0,0,1,2,2,2,1,2,1,1
