adjmatrix_key,resp_gend,resp_status,age,religion,caste,kannada,tamil,telugu,hindi,urdu,english,villagenative,workflag,shgparticipate,savings,rationcard,mothertongue_2,Y,Z
1,1,1,60,1,1,0,0,0,0,0,0,1,2,2,1,3,2,1,1
2,2,2,55,1,1,0,0,0,0,0,0,2,2,2,2,3,2,1,1
3,1,3,35,1,1,0,0,0,0,0,0,1,1,2,2,3,2,1,0
4,2,3,25,1,1,0,0,0,0,0,0,2,2,2,2,3,2,0,0
9,1,1,30,1,1,0,0,0,0,0,0,1,1,2,2,1,2,1,0
10,2,2,25,1,1,0,0,0,0,0,0,2,2,1,1,1,2,1,0
30,1,1,60,1,1,0,0,0,0,0,0,1,1,2,2,1,2,1,1
31,2,2,45,1,1,0,0,0,0,0,0,2,1,1,1,1,2,1,1
34,2,3,18,1,1,0,0,0,0,0,0,1,2,1,1,1,2,0,0
47,1,1,45,1,1,0,0,0,0,0,0,1,1,2,2,1,2,1,1
48,2,2,40,1,1,0,0,0,0,0,0,2,2,1,1,1,2,1,1
49,1,1,38,1,1,0,0,0,0,0,0,1,1,2,2,1,2,1,0
50,2,2,30,1,1,0,0,0,0,0,0,2,2,1,1,1,2,1,0
54,1,1,65,1,1,0,0,0,0,0,0,1,1,2,2,1,2,1,0
55,2,2,59,1,1,0,0,0,0,0,0,2,2,1,1,1,2,1,0
56,1,3,35,1,1,0,0,0,0,0,0,1,2,2,2,1,2,1,0
57,2,3,29,1,1,0,0,0,0,0,0,2,2,2,2,1,2,1,0
59,1,3,33,1,1,0,0,0,0,0,0,1,1,2,2,1,2,1,0
79,2,1,42,1,1,0,0,0,0,0,0,2,1,1,1,1,2,1,1
84,1,1,55,1,1,0,0,0,0,0,0,1,1,2,2,1,2,1,1
85,2,2,50,1,1,0,0,0,0,0,0,2,2,2,2,1,2,1,1
88,1,1,50,1,1,0,0,0,0,0,0,2,2,2,1,1,2,1,1
89,2,2,40,1,1,0,0,0,0,0,0,1,2,1,1,1,2,1,1
94,1,1,50,1,1,0,0,0,0,0,0,1,1,2,2,1,2,1,1
95,2,2,42,1,1,0,0,0,0,0,0,2,1,1,1,1,2,1,1
97,1,1,50,1,1,0,0,0,0,0,0,1,1,2,2,1,2,1,1
98,2,2,45,1,1,0,0,0,0,0,0,2,1,2,2,1,2,1,1
102,1,1,35,1,1,0,0,0,0,0,0,1,1,2,2,1,2,1,1
103,2,2,28,1,1,0,0,0,0,0,0,2,2,1,1,1,2,1,0
116,1,1,45,1,1,0,0,0,0,0,0,1,1,2,2,3,2,1,1
117,2,2,40,1,1,0,0,0,0,0,0,2,2,1,1,3,2,1,1
134,1,1,38,1,1,0,0,0,0,0,0,1,1,2,1,1,2,1,1
135,2,2,31,1,1,0,0,0,0,0,0,2,1,1,1,1,2,1,1
139,1,1,28,1,1,0,0,0,0,0,0,1,1,2,1,1,2,0,0
151,2,1,55,1,4,0,0,0,0,0,0,2,2,2,1,1,2,1,0
152,2,3,28,1,4,0,0,0,0,0,1,1,1,2,2,1,2,0,0
154,1,1,27,1,4,0,0,0,0,0,0,1,1,2,2,1,2,1,0
155,2,2,23,1,4,0,0,0,0,0,0,2,2,2,2,1,2,0,0
174,2,1,50,1,4,0,0,0,0,0,0,2,1,1,1,1,2,1,1
177,1,1,35,1,4,0,0,0,0,0,0,1,1,2,1,1,2,1,0
180,1,1,55,1,4,0,0,0,0,0,0,1,1,2,2,1,2,1,1
181,2,2,45,1,4,0,0,0,0,0,0,2,2,1,1,1,2,1,0
182,2,3,19,1,4,0,0,0,0,0,0,1,2,2,1,1,2,0,0
189,1,1,45,1,4,0,0,0,0,0,0,1,1,2,2,1,2,1,1
190,2,2,33,1,4,0,0,0,0,0,0,2,1,2,2,1,2,1,0
201,1,1,45,1,4,0,0,0,0,0,0,1,1,2,1,1,2,1,0
202,2,2,40,1,4,0,0,0,0,0,0,2,2,1,1,1,2,1,1
203,2,3,22,1,4,0,0,0,0,0,0,1,2,2,2,1,2,1,0
204,2,3,19,1,4,0,0,0,0,0,0,1,2,2,2,1,2,0,0
205,1,1,80,1,4,0,0,0,0,0,0,1,2,2,2,1,2,1,1
206,2,2,70,1,4,0,0,0,0,0,0,2,2,1,1,1,2,1,1
207,1,3,48,1,4,0,0,0,0,0,0,1,1,2,2,1,2,1,0
208,2,3,42,1,4,0,0,0,0,0,0,2,2,2,1,1,2,1,1
216,1,3,35,1,4,0,0,0,1,0,1,1,2,2,2,1,2,1,0
217,2,3,30,1,4,0,0,0,1,0,1,2,2,1,1,1,2,0,0
226,2,1,48,1,4,0,0,0,0,0,0,2,2,1,1,1,2,1,1
227,1,3,25,1,4,0,0,0,0,0,0,1,1,2,2,1,2,1,0
237,1,1,40,1,4,0,0,0,0,0,0,2,1,2,2,1,2,1,0
238,2,2,35,1,4,0,0,0,0,0,0,1,1,1,1,1,2,1,1
243,1,1,46,1,4,0,0,0,0,0,0,1,1,2,1,1,2,1,0
244,2,2,41,1,4,0,0,0,0,0,0,2,2,2,2,1,2,1,0
245,1,3,23,1,4,0,0,0,0,0,0,1,1,2,2,1,2,1,0
249,1,3,40,1,4,0,0,0,0,0,0,1,1,2,1,1,2,1,1
250,2,3,32,1,4,0,0,0,0,0,0,2,2,2,2,1,2,1,0
259,1,1,65,1,1,0,0,0,0,0,0,1,1,2,2,1,2,1,0
260,2,2,55,1,1,0,0,0,0,0,0,2,1,2,2,1,2,1,1
264,1,3,30,1,1,0,0,0,0,0,0,1,1,2,1,1,2,1,0
265,2,3,26,1,1,0,0,0,0,0,0,2,2,1,1,1,2,1,1
270,2,3,19,1,1,0,0,0,0,0,0,1,2,2,2,1,2,1,0
278,2,1,47,1,4,0,0,0,0,0,0,2,2,2,1,1,2,1,0
281,1,1,65,1,4,0,0,0,0,0,0,1,1,2,1,1,2,1,0
282,2,2,55,1,4,0,0,0,0,0,0,2,2,2,1,1,2,1,0
283,1,3,30,1,4,0,0,0,0,0,0,1,1,2,1,1,2,1,0
284,2,3,25,1,4,0,0,0,0,0,0,2,2,2,1,1,2,1,0
290,1,1,50,1,4,0,0,0,0,0,0,1,1,2,1,3,2,1,1
291,2,2,45,1,4,0,0,0,0,0,0,2,2,2,2,3,2,1,1
298,2,1,28,1,3,1,0,1,0,0,1,2,2,1,1,3,6,1,0
308,1,1,60,1,1,0,0,0,0,0,0,1,1,2,1,3,2,1,1
309,2,2,56,1,1,0,0,0,0,0,0,2,2,2,1,3,2,1,1
310,1,3,38,1,1,0,0,0,0,0,0,1,1,2,2,3,2,1,1
311,2,3,35,1,1,0,0,0,0,0,0,2,1,2,2,3,2,1,1
314,1,3,36,1,1,0,0,0,0,0,0,1,1,2,2,3,2,1,0
315,2,3,31,1,1,0,0,0,0,0,0,2,2,1,1,3,2,0,0
319,2,3,22,1,1,0,0,0,0,0,0,1,2,2,2,3,2,0,0
331,1,1,60,1,1,0,0,0,0,0,0,1,1,2,2,1,2,1,1
332,2,2,55,1,1,0,0,0,0,0,0,2,2,1,2,1,2,1,1
335,2,3,18,1,1,0,0,0,0,0,0,1,2,2,2,1,2,0,0
344,1,1,38,1,1,0,0,0,0,0,0,1,1,2,2,1,2,1,0
345,2,2,30,1,1,0,0,0,0,0,0,2,2,2,2,1,2,0,0
354,1,1,40,1,1,0,0,0,0,0,0,1,1,2,2,1,2,1,0
355,2,2,38,1,1,0,0,0,0,0,0,2,1,1,1,1,2,1,0
369,1,1,36,1,1,0,0,0,0,0,0,1,1,2,2,1,2,1,0
370,2,2,29,1,1,0,0,0,0,0,0,2,2,2,2,3,2,0,0
375,2,1,42,1,1,0,0,0,0,0,0,2,1,1,1,1,2,1,0
379,1,3,33,1,1,0,0,0,1,0,0,2,1,2,1,1,2,0,0
380,2,3,22,1,1,0,0,0,0,0,0,1,2,1,1,1,2,0,0
382,1,1,32,1,1,0,0,0,0,0,0,1,1,2,2,1,2,1,0
386,1,3,60,1,1,0,0,0,0,0,0,1,1,2,2,1,2,1,1
387,2,3,50,1,1,0,0,0,0,0,0,1,2,1,1,1,2,1,1
388,1,1,67,1,1,0,0,0,0,0,0,2,1,2,2,3,2,1,0
389,2,2,55,1,1,0,0,0,0,0,0,1,1,1,1,3,2,1,0
390,1,3,30,1,1,0,0,0,0,0,1,1,1,2,2,3,2,1,0
398,1,1,75,1,1,0,0,0,0,0,0,1,1,2,2,3,2,1,1
399,2,2,68,1,1,0,0,0,0,0,0,2,2,2,2,3,2,1,1
400,1,3,38,1,1,0,0,0,0,0,0,1,1,2,2,3,2,0,0
401,2,3,35,1,1,0,0,0,0,0,0,2,1,1,1,3,2,1,1
409,1,1,39,1,4,0,0,0,0,0,0,1,1,2,1,1,2,1,0
410,2,2,33,1,4,0,0,0,0,0,0,2,2,2,2,1,2,0,0
417,1,1,37,1,4,0,0,0,0,0,0,1,1,2,2,1,2,0,0
418,2,2,32,1,4,0,0,0,0,0,0,2,1,2,1,1,2,0,0
423,1,1,50,1,4,0,0,0,0,0,0,1,1,2,2,3,2,1,1
424,2,2,45,1,4,0,0,0,0,0,0,2,1,2,2,3,2,1,1
426,1,1,60,1,4,0,0,0,0,0,0,1,1,2,1,1,2,1,0
427,2,2,50,1,4,0,0,0,0,0,0,2,1,2,1,1,2,1,0
431,1,1,33,1,4,0,0,0,0,0,0,1,1,2,2,1,2,1,0
432,2,2,28,1,4,0,0,0,0,0,0,2,2,2,2,1,2,0,0
434,1,3,31,1,4,0,0,0,0,0,0,1,1,2,2,1,2,1,0
450,1,1,35,1,4,0,0,0,0,0,0,1,1,2,2,1,2,1,0
451,2,2,29,1,4,0,0,0,0,0,0,2,1,2,2,1,2,1,0
457,1,1,39,1,4,0,0,0,0,0,0,1,1,2,1,3,2,1,0
458,2,2,35,1,4,0,0,0,0,0,0,2,1,2,2,3,2,1,0
461,1,1,60,1,2,0,0,0,0,0,0,1,1,2,2,1,2,1,1
462,2,2,55,1,2,0,0,0,0,0,0,2,1,1,1,1,2,1,0
467,2,1,45,1,1,0,0,0,0,0,0,2,1,1,1,1,2,1,1
