adjmatrix_key,resp_gend,resp_status,age,religion,caste,kannada,tamil,telugu,hindi,urdu,english,villagenative,workflag,shgparticipate,savings,rationcard,mothertongue_2,Y,Z
1,1,1,36,1,3,0,0,1,1,0,0,1,1,1,1,1,2,1,0
2,2,2,24,1,3,0,0,1,0,0,0,2,2,2,1,1,2,1,0
5,1,3,34,1,3,0,1,1,1,1,0,1,1,2,1,1,2,0,0
6,2,3,25,1,3,0,0,1,0,0,0,1,2,2,2,1,2,1,0
9,1,1,50,1,3,0,0,0,0,0,0,1,1,2,2,1,2,1,0
10,2,2,45,1,3,0,0,0,0,0,0,2,1,1,2,1,2,1,1
14,2,3,38,1,3,0,0,0,0,0,0,1,2,2,2,1,2,1,1
19,1,1,60,1,3,0,1,1,1,0,0,2,1,2,1,3,2,1,1
20,2,2,40,1,3,0,0,0,0,0,0,1,2,2,2,3,2,1,1
22,1,1,70,1,3,0,0,1,0,0,0,1,2,2,2,1,2,0,0
23,2,2,65,1,3,0,0,1,0,0,0,2,2,2,2,1,2,1,1
24,1,3,45,1,3,0,0,1,0,0,0,1,1,2,2,1,2,1,0
44,2,2,35,1,1,0,0,1,0,0,0,2,2,1,1,1,2,1,1
46,1,1,50,1,3,0,0,1,0,0,0,1,2,2,2,1,2,1,1
47,2,2,45,1,3,0,0,1,0,0,0,2,2,2,2,1,2,1,1
48,2,2,38,1,3,0,0,1,0,0,0,2,2,2,1,3,2,1,1
49,1,3,22,1,3,0,0,1,0,0,0,1,2,2,2,3,2,0,0
74,1,1,35,1,3,0,0,1,0,0,0,2,1,2,2,1,2,1,0
75,2,2,28,1,3,0,0,1,0,0,0,1,2,1,1,1,2,1,0
78,1,1,45,1,2,0,0,1,0,0,0,1,1,2,1,1,2,1,0
79,2,2,38,1,2,0,0,1,0,0,0,2,2,1,2,1,2,0,0
82,1,1,20,1,2,0,0,1,0,0,0,2,1,2,2,1,2,0,1
83,2,2,18,1,2,1,0,0,0,0,0,2,2,2,2,1,6,0,0
97,1,1,60,1,3,0,0,1,0,0,0,1,1,2,2,1,2,1,1
98,2,2,48,1,3,0,0,0,0,0,0,1,2,1,1,1,2,1,1
107,1,1,60,1,3,0,0,0,0,0,0,1,1,2,2,1,2,1,1
108,2,2,55,1,3,0,0,0,0,0,0,2,2,2,2,1,2,1,1
109,1,3,30,1,3,0,0,1,0,0,1,1,1,2,2,1,2,1,0
113,1,1,60,1,3,0,0,1,0,0,0,1,1,2,2,1,2,1,1
114,2,2,50,1,3,0,0,1,0,0,0,2,2,2,2,1,2,1,1
115,1,3,32,1,3,0,0,1,0,0,0,1,1,2,2,1,2,1,0
116,2,3,25,1,3,0,0,1,0,0,0,2,2,2,2,1,2,1,0
127,1,1,50,1,2,0,0,1,0,0,0,1,1,2,1,1,2,1,0
128,2,2,45,1,2,0,0,1,0,0,0,2,1,2,2,1,2,1,0
146,1,1,65,1,2,0,0,1,0,0,0,1,1,2,2,1,2,1,1
