adjmatrix_key,resp_gend,resp_status,age,religion,caste,kannada,tamil,telugu,hindi,urdu,english,villagenative,workflag,shgparticipate,savings,rationcard,mothertongue_2,Y,Z
12,1,1,45,1,1,0,0,1,0,0,0,1,1,2,1,1,2,1,0
13,2,2,35,1,1,0,0,1,0,0,0,2,2,2,2,1,2,1,1
14,2,2,38,1,1,0,0,1,0,0,0,2,1,1,1,1,2,1,0
18,1,2,54,1,1,0,0,1,0,0,0,1,1,2,2,1,2,1,1
19,2,2,45,1,1,0,0,0,0,0,0,2,2,2,2,1,2,1,1
21,2,3,20,1,1,0,0,1,0,0,0,1,1,2,2,1,2,0,0
28,1,1,40,1,1,0,1,0,0,0,0,1,1,2,2,1,2,1,0
29,2,2,30,1,1,0,0,0,0,0,0,2,2,2,2,1,2,1,0
51,1,1,70,1,3,0,0,0,0,0,0,1,1,2,2,1,2,1,0
52,2,2,45,1,3,0,0,0,0,0,0,1,2,2,2,1,2,1,1
58,1,1,28,1,1,0,0,1,0,0,0,1,1,2,2,1,2,1,0
59,2,2,25,1,1,0,0,0,0,0,0,2,2,2,2,1,2,1,1
60,1,1,33,1,1,0,0,1,0,0,0,1,1,2,1,1,2,0,0
61,2,2,25,1,1,0,0,1,0,0,0,2,2,2,2,1,2,1,0
62,2,2,28,1,1,0,0,0,0,0,0,2,1,2,1,3,2,1,0
66,1,1,50,1,1,0,0,0,0,0,0,1,1,2,2,1,2,1,1
67,2,2,38,1,1,0,0,0,0,0,0,2,2,2,2,1,2,1,1
71,1,1,50,1,1,0,0,1,0,0,1,1,1,2,1,2,2,1,0
72,2,2,45,1,1,0,0,1,0,0,0,2,2,1,1,2,2,1,1
74,2,3,23,1,1,0,0,1,0,0,1,1,2,2,2,2,2,0,0
94,2,1,40,1,1,0,0,0,0,0,0,1,1,2,2,1,2,1,1
95,1,1,50,1,1,0,0,1,0,0,0,1,1,2,2,1,2,1,1
96,2,2,45,1,1,0,0,1,0,0,0,2,1,2,2,1,2,1,1
102,1,1,26,1,1,0,0,1,0,0,0,1,1,2,1,1,2,0,0
103,2,3,18,1,1,0,0,1,0,0,1,1,2,2,2,1,2,0,0
104,2,3,40,1,1,0,0,1,0,0,0,2,1,1,1,1,2,1,1
105,1,1,48,1,1,0,0,1,0,0,0,1,1,2,2,1,2,1,0
106,2,2,44,1,1,0,0,1,0,0,0,2,1,2,2,1,2,0,1
111,1,1,55,1,1,0,0,1,0,0,0,1,2,1,2,1,2,1,0
122,1,1,42,1,1,0,0,1,0,0,1,1,1,2,1,1,2,1,0
123,2,2,35,1,1,0,0,1,0,0,0,2,1,2,2,1,2,1,0
127,1,1,50,1,3,0,0,1,0,0,0,1,1,2,2,1,2,1,0
128,2,2,40,1,3,0,0,1,0,0,0,2,1,2,2,1,2,1,0
130,1,1,45,1,3,0,0,1,0,0,0,1,1,2,1,1,2,1,0
131,2,2,35,1,3,0,0,1,0,0,0,2,1,2,2,1,2,1,1
134,1,1,50,1,3,0,0,1,0,0,0,1,1,1,2,1,2,1,1
135,2,2,45,1,3,0,0,1,0,0,0,2,1,2,2,1,2,1,1
