adjmatrix_key,resp_gend,resp_status,age,religion,caste,kannada,tamil,telugu,hindi,urdu,english,villagenative,workflag,shgparticipate,savings,rationcard,mothertongue_2,Y,Z
3,1,1,30,1,1,1,0,0,0,0,0,1,1,2,2,1,6,1,1
4,2,2,25,1,1,1,0,0,0,0,0,2,2,2,1,1,6,0,1
15,1,1,40,1,1,0,0,1,0,0,0,2,1,2,2,1,2,1,1
16,2,2,35,1,1,0,0,1,0,0,0,1,2,1,1,1,2,1,0
20,1,1,35,1,1,1,0,0,0,0,0,1,1,2,2,3,6,1,1
21,2,2,30,1,1,1,0,0,0,0,0,2,1,1,1,3,6,0,1
28,1,1,58,1,3,1,0,0,0,0,0,1,1,2,2,1,6,1,1
29,2,2,50,1,3,1,0,0,0,0,0,2,1,2,2,1,6,0,1
32,1,1,32,1,1,1,0,0,0,0,0,1,1,2,2,3,6,1,0
33,2,2,27,1,1,1,0,0,0,0,0,2,1,1,1,3,6,1,0
58,2,1,40,1,1,0,0,1,0,0,0,1,1,2,1,1,2,1,0
59,1,1,45,1,1,0,0,1,0,0,0,1,1,2,1,1,2,1,0
60,2,2,35,1,1,0,0,1,0,0,0,2,2,1,1,1,2,1,0
64,1,1,38,1,1,0,0,1,0,0,0,1,1,2,1,1,2,1,0
65,2,2,28,1,1,0,0,1,0,0,0,2,1,1,1,1,2,1,0
74,2,1,65,1,1,1,0,0,0,0,0,2,2,2,2,1,6,0,1
75,1,3,27,1,1,0,1,1,0,1,0,1,1,2,1,1,2,1,0
76,2,3,22,1,1,0,0,1,0,0,0,2,2,1,1,1,2,0,0
80,2,2,35,1,1,0,0,0,0,0,0,2,2,2,1,1,2,1,1
83,1,1,45,1,1,0,0,1,0,0,0,1,1,2,2,1,2,0,1
84,2,2,40,1,1,0,0,1,0,0,0,2,2,1,1,1,2,1,1
87,1,1,65,1,1,1,0,0,0,0,0,1,2,2,2,1,6,1,0
88,2,2,55,1,1,1,0,0,0,0,0,1,2,1,1,1,6,1,1
89,1,3,36,1,1,1,0,0,0,0,0,1,1,2,1,1,6,1,0
90,2,3,28,1,1,1,0,0,0,0,0,2,1,1,1,1,6,1,0
100,1,1,56,1,1,0,1,1,0,0,0,1,1,2,2,1,2,1,0
101,2,2,47,1,1,1,0,1,0,0,0,2,2,1,1,1,5,1,0
102,1,3,27,1,1,0,1,1,0,0,0,1,1,2,1,1,2,1,0
103,2,3,22,1,1,0,1,1,0,0,0,2,2,2,2,1,2,0,0
105,1,3,25,1,1,0,1,1,0,0,0,1,1,2,2,1,2,1,0
106,2,3,23,1,1,0,1,1,0,0,0,2,2,2,2,1,2,0,0
109,1,1,32,1,3,0,1,1,0,0,0,1,1,2,2,1,2,1,0
110,2,2,26,1,3,0,0,1,0,0,0,2,1,2,2,1,2,0,0
124,1,1,45,1,3,0,0,1,0,0,0,1,1,2,1,1,2,1,0
125,2,2,36,1,3,0,0,0,0,0,0,2,1,1,1,1,2,1,1
131,2,2,50,1,3,1,0,0,0,0,0,1,2,2,2,1,6,1,1
133,2,2,50,1,3,0,0,1,0,0,0,2,2,2,2,1,2,1,1
134,1,3,25,1,3,0,1,1,0,0,0,1,1,2,2,1,2,1,0
135,2,3,20,1,3,0,0,0,0,0,0,2,2,2,2,3,2,0,0
136,1,3,35,1,3,0,0,1,0,0,0,2,1,2,2,1,2,1,1
137,2,3,30,1,3,0,0,1,0,0,0,1,2,2,1,1,2,1,0
162,1,1,65,1,1,0,0,1,0,0,0,1,1,2,1,1,2,1,1
163,2,2,55,1,1,0,0,1,0,0,0,2,2,1,1,1,2,1,1
164,1,3,35,1,1,0,0,1,0,0,0,1,1,2,2,1,2,1,0
165,2,3,35,1,1,0,0,1,0,0,0,2,2,2,2,1,2,1,0
171,2,1,45,1,1,0,0,1,0,0,0,2,1,2,1,1,2,1,1
173,1,1,32,1,1,0,0,1,0,0,0,1,1,2,1,1,2,1,0
174,2,2,25,1,1,0,0,1,0,0,0,2,2,2,2,1,2,1,0
180,1,1,55,1,1,0,0,1,0,0,0,1,1,2,1,1,6,1,0
181,2,2,46,1,1,1,0,0,0,0,0,2,2,1,1,1,6,1,1
182,2,3,20,1,1,1,0,0,0,0,0,1,2,2,2,1,6,1,0
209,1,1,45,1,2,1,0,0,0,0,0,1,1,2,2,1,6,1,1
210,2,2,35,1,2,1,0,0,0,0,0,1,2,2,1,1,6,1,1
211,2,3,20,1,2,1,0,0,0,0,0,1,2,2,2,1,6,1,0
219,1,1,65,1,2,1,0,0,0,0,0,1,1,2,2,1,6,1,1
220,2,2,60,1,2,1,0,0,0,0,0,2,2,2,2,1,6,1,1
221,1,3,27,1,1,1,0,0,0,0,0,1,1,2,2,1,6,1,0
224,2,3,18,1,2,1,0,0,0,0,0,1,2,2,2,1,6,0,0
225,1,1,45,1,1,0,0,1,0,0,0,1,1,2,2,1,2,1,1
226,2,2,38,1,1,0,0,1,0,0,0,2,1,2,2,1,2,1,0
240,1,1,28,1,1,0,0,1,0,0,0,1,1,2,2,1,2,1,1
241,2,2,25,1,1,1,0,0,0,0,0,2,2,1,1,1,6,1,0
245,1,1,70,1,1,0,0,1,0,0,0,1,1,2,1,1,2,1,1
246,2,2,60,1,1,0,0,1,0,0,0,2,2,2,2,1,2,1,1
247,2,3,18,1,1,0,0,1,0,0,0,1,2,1,1,1,2,0,0
255,1,1,45,1,1,1,1,0,0,0,0,1,1,2,1,1,6,1,0
256,2,2,28,1,1,0,0,1,0,0,0,2,2,1,1,1,5,1,0
257,1,3,30,1,1,0,1,1,0,0,0,2,1,2,1,3,2,1,0
258,2,3,24,1,1,0,0,1,0,0,0,2,2,1,1,3,2,0,0
268,1,1,20,1,1,0,0,1,0,0,0,1,1,2,2,1,2,1,0
269,2,3,18,1,1,1,0,0,0,0,0,1,2,1,1,1,6,0,0
284,1,1,45,1,1,1,0,1,0,0,0,2,1,2,1,1,5,1,0
285,2,2,40,1,1,1,0,0,0,0,0,2,2,2,2,1,5,1,1
286,2,2,38,1,1,1,0,1,0,0,0,2,1,2,2,1,5,1,1
287,1,3,24,1,1,1,0,1,0,0,0,1,1,2,1,1,5,1,0
288,2,3,21,1,1,0,1,1,0,0,0,2,2,2,2,1,2,0,0
295,1,1,45,1,1,0,0,1,0,0,0,1,1,2,1,1,2,1,0
296,2,2,38,1,1,0,0,1,0,0,0,2,2,2,1,1,2,1,0
297,2,3,20,1,1,0,0,1,0,0,1,1,2,2,2,1,2,0,0
305,1,1,40,1,1,0,0,0,0,0,0,2,1,2,2,1,2,1,1
306,2,2,35,1,1,0,0,1,0,0,0,1,1,1,1,1,2,1,1
307,2,1,28,1,1,0,0,1,0,0,0,2,2,1,1,1,2,1,0
315,2,1,45,1,3,0,0,1,0,0,0,2,1,2,1,1,2,1,0
326,1,1,40,1,3,0,0,1,0,0,0,1,1,2,2,1,2,1,0
327,2,2,37,1,3,1,1,0,0,0,0,2,2,2,2,1,6,1,0
328,1,3,38,1,3,1,0,0,0,0,0,1,1,1,1,1,6,1,0
329,2,3,25,1,3,1,1,0,0,0,0,2,2,2,2,1,6,1,0
331,1,3,36,1,3,0,0,1,0,0,1,1,1,2,1,1,2,1,0
332,2,3,24,1,3,0,0,1,0,0,1,2,1,2,1,1,2,0,0
337,1,1,60,1,3,0,0,0,0,0,0,1,1,2,1,1,2,1,0
338,2,2,55,1,3,0,1,1,0,0,0,2,2,2,2,1,2,1,1
343,2,3,21,1,3,0,0,1,0,0,1,1,2,2,2,1,2,0,0
344,1,1,40,1,3,0,0,0,0,0,0,1,1,2,2,1,2,1,0
345,2,2,38,1,3,0,0,0,0,0,0,2,1,1,1,1,2,1,0
349,1,1,55,1,3,0,0,1,0,0,0,1,1,2,1,1,2,1,0
350,2,2,41,1,3,0,0,1,0,0,0,2,1,1,1,1,2,1,0
352,2,3,20,1,3,0,0,0,0,0,0,1,2,2,2,1,2,0,0
353,1,3,85,1,3,0,0,1,1,0,0,1,2,2,2,1,2,1,0
364,1,1,42,1,1,0,0,1,0,0,0,1,1,2,2,1,2,1,1
365,2,2,40,1,1,0,0,0,0,0,0,2,2,1,1,1,2,1,1
367,2,3,18,1,1,0,0,1,0,0,0,1,2,1,1,1,2,0,0
370,1,1,50,1,1,0,0,0,0,0,0,1,1,2,1,1,2,1,1
371,2,2,40,1,1,0,0,0,0,0,0,2,1,1,1,1,2,1,1
382,1,1,58,1,1,0,0,1,0,0,0,1,1,2,1,1,2,1,0
383,2,2,55,1,1,0,0,1,0,0,0,2,1,1,1,1,2,1,1
384,1,3,35,1,1,0,1,1,0,0,0,1,1,2,1,1,2,1,0
385,2,3,27,1,1,0,0,1,0,0,0,2,2,1,1,1,2,0,0
403,1,1,35,1,3,0,0,1,0,0,0,1,1,2,1,1,2,1,0
404,2,2,25,1,3,0,0,0,0,0,0,2,2,2,1,1,2,1,0
