adjmatrix_key,resp_gend,resp_status,age,religion,caste,kannada,tamil,telugu,hindi,urdu,english,villagenative,workflag,shgparticipate,savings,rationcard,mothertongue_2,Y,Z
1,1,1,32,1,4,1,0,0,1,0,0,1,1,2,1,1,6,1,0
2,2,2,24,1,4,1,0,0,0,0,0,2,2,1,1,1,6,1,0
5,1,1,50,1,3,0,0,1,0,0,0,1,1,2,2,1,2,1,1
6,2,2,45,1,3,0,0,1,0,0,0,2,1,1,2,1,2,1,0
7,1,3,22,1,3,0,0,1,0,0,0,1,1,2,2,1,2,1,0
11,1,1,45,1,3,0,0,1,0,0,0,1,1,2,2,1,2,1,1
12,2,2,34,1,3,0,0,1,0,0,0,1,2,1,2,1,2,1,1
15,1,1,40,1,3,0,0,1,0,0,0,1,2,2,2,1,2,1,1
19,1,1,27,2,999,1,0,1,0,0,0,1,1,2,2,1,7,1,0
20,2,2,23,2,999,1,0,0,0,0,0,2,2,2,2,1,7,0,0
25,1,1,48,1,3,0,0,1,0,0,0,1,1,2,2,1,2,1,0
26,2,2,35,1,3,0,0,1,0,0,0,2,1,1,1,1,2,1,0
27,2,3,19,1,3,0,0,1,0,0,0,1,2,2,2,1,2,1,0
30,1,1,25,2,999,1,0,0,0,0,0,1,1,2,1,3,7,1,0
31,2,2,19,2,3,1,0,0,0,0,0,2,2,2,2,3,7,0,0
32,1,1,61,2,3,1,0,0,1,0,0,1,2,2,2,1,7,1,0
33,2,2,50,2,3,1,0,0,1,0,0,2,2,1,2,1,7,1,0
35,1,1,60,2,3,1,0,0,1,0,0,1,2,2,1,1,7,1,0
36,2,2,48,2,999,1,0,0,1,0,0,2,2,2,1,1,7,1,0
37,1,3,25,2,999,1,1,0,1,0,0,1,1,2,2,1,7,1,0
38,2,3,20,2,999,1,0,0,1,0,0,1,2,2,2,1,7,1,0
40,1,1,32,2,999,1,0,1,1,0,0,1,1,2,1,1,7,1,0
41,2,2,25,2,999,1,0,0,1,0,0,2,2,2,2,1,7,0,0
54,1,1,28,2,999,1,0,1,1,0,0,1,1,2,2,1,7,1,0
55,2,2,25,2,999,1,0,0,1,0,0,2,2,2,2,1,7,1,1
63,2,1,55,1,3,0,0,0,0,0,0,2,2,2,2,1,2,1,1
64,1,3,30,1,3,0,0,1,0,0,0,1,1,2,2,1,2,1,1
66,1,1,45,1,3,0,0,1,0,0,0,1,1,2,2,1,2,1,1
67,2,2,40,1,3,0,0,1,0,0,0,2,1,2,2,1,2,1,1
69,2,3,18,1,3,0,0,1,0,0,0,1,2,2,2,1,2,0,0
73,1,1,45,1,3,0,0,1,0,0,0,1,1,2,2,1,2,1,0
74,2,2,38,1,3,0,0,1,0,0,0,2,1,1,2,1,2,1,1
86,1,1,27,1,3,0,0,1,0,0,0,1,1,2,2,3,2,1,0
87,2,2,22,1,3,0,0,1,0,0,0,2,1,1,2,3,2,1,0
89,2,3,55,1,3,0,0,1,0,0,0,2,2,2,2,1,2,1,1
90,1,1,48,1,3,0,0,1,0,0,0,1,1,2,2,3,2,1,0
91,2,2,34,1,3,0,0,0,0,0,0,2,2,2,2,3,2,1,0
107,2,1,60,1,3,0,0,0,0,0,0,2,2,2,2,3,2,1,1
109,1,1,42,1,3,1,0,0,0,0,0,1,1,2,2,1,6,1,0
110,2,2,32,1,3,1,0,0,0,0,0,2,1,1,2,1,6,1,1
113,1,1,45,1,3,1,0,0,0,0,0,1,1,2,2,1,6,1,0
114,2,2,38,1,3,1,0,0,0,0,0,2,2,1,2,1,6,1,0
115,2,3,18,1,3,0,0,1,0,0,1,1,2,2,2,1,2,1,0
118,1,3,40,1,3,0,0,1,0,0,0,1,1,2,2,1,2,1,0
119,2,3,35,1,3,0,0,1,0,0,0,2,2,2,2,1,2,1,0
122,2,3,43,1,3,0,0,1,0,0,0,1,1,1,2,1,2,1,1
123,1,1,39,1,4,1,0,0,0,0,0,2,1,2,2,1,6,1,0
124,2,2,32,1,4,1,0,0,0,0,0,1,2,1,2,1,6,1,1
134,1,1,53,1,3,0,0,0,0,0,0,1,1,2,2,1,2,1,1
135,2,2,45,1,4,0,0,0,0,0,0,2,2,1,2,1,2,0,1
139,2,1,70,1,3,0,0,1,0,0,0,1,2,2,1,1,2,1,1
140,1,3,25,1,3,0,0,1,0,0,0,2,1,2,2,1,2,1,0
141,2,3,20,1,3,0,0,1,0,0,0,1,2,2,2,1,2,1,0
164,2,1,55,1,3,0,0,1,0,0,0,1,1,2,2,1,2,1,1
165,1,1,45,1,3,0,0,1,0,0,0,1,1,2,1,1,2,1,0
166,2,2,39,1,3,0,0,1,0,0,0,2,2,2,2,1,2,1,0
187,1,1,25,1,3,0,0,1,0,0,0,2,1,2,2,1,2,0,1
