adjmatrix_key,resp_gend,resp_status,age,religion,caste,kannada,tamil,telugu,hindi,urdu,english,villagenative,workflag,shgparticipate,savings,rationcard,mothertongue_2,Y,Z
1,1,1,52,1,4,0,0,1,0,0,0,1,1,2,1,1,2,1,0
2,2,2,45,1,3,0,0,1,0,0,0,2,1,1,1,1,2,1,1
3,2,3,21,1,3,0,0,0,0,0,0,1,2,2,1,1,2,1,0
12,2,1,50,1,3,0,0,1,0,0,0,2,1,1,1,1,2,1,1
13,2,3,20,1,3,0,0,1,0,0,0,1,1,2,2,1,2,1,0
14,2,3,18,1,3,0,0,0,0,0,0,1,2,2,1,1,2,1,0
22,1,1,65,1,3,0,0,1,0,0,0,1,1,2,1,3,2,0,1
23,2,2,50,1,3,0,0,1,0,0,0,2,1,2,2,3,2,1,1
24,1,3,31,1,3,0,0,1,0,0,0,1,1,2,1,3,2,1,0
25,2,3,26,1,3,0,0,0,0,0,0,2,1,2,2,3,2,1,1
29,1,1,29,1,3,0,0,0,0,0,0,1,1,2,2,3,2,1,0
30,2,2,25,1,3,0,0,1,0,0,0,2,2,2,2,3,2,1,0
33,1,1,75,1,3,0,0,1,0,0,0,1,1,2,1,1,2,1,1
34,2,2,65,1,3,0,0,1,0,0,0,2,2,1,1,1,2,1,1
35,1,3,30,1,3,0,0,1,0,0,0,1,1,2,2,1,2,1,0
36,2,3,23,1,3,0,0,0,1,0,0,2,2,2,1,1,2,0,0
38,1,3,28,1,3,0,0,1,0,0,0,1,1,2,1,1,2,1,0
39,2,3,20,1,3,0,0,1,0,0,0,2,2,2,1,1,2,1,0
47,2,1,80,1,3,0,0,1,0,0,0,2,1,2,2,1,2,1,1
49,2,3,38,1,3,0,0,0,0,0,0,2,1,1,2,1,2,1,1
60,1,1,50,1,1,1,0,0,0,0,0,1,1,2,2,1,6,1,1
61,2,2,32,1,1,1,0,0,0,0,0,2,1,2,2,1,6,1,1
63,1,1,25,1,1,0,0,1,0,0,0,1,1,2,2,1,2,1,0
64,2,3,22,1,1,1,0,0,0,0,0,2,2,2,2,1,6,0,0
67,1,3,26,1,1,1,0,0,0,0,0,1,1,2,2,1,6,1,0
79,1,1,45,1,1,1,0,0,0,0,0,1,1,2,2,1,6,1,1
80,2,2,38,1,1,1,0,0,0,0,0,2,1,1,1,1,6,1,1
85,1,1,40,1,1,1,0,0,0,0,0,1,1,2,2,1,6,1,1
86,2,2,38,1,1,0,0,1,0,0,0,2,1,1,2,1,2,1,1
87,2,3,18,1,1,1,0,0,0,0,0,1,2,2,2,1,6,0,0
129,1,1,50,1,3,0,0,1,0,0,0,1,1,2,2,1,2,1,1
130,2,2,40,1,3,0,0,1,0,0,0,1,1,2,2,1,2,1,1
132,1,1,38,1,3,0,0,1,0,0,0,1,2,2,1,3,2,1,0
133,2,2,32,1,3,0,0,0,0,0,0,2,1,2,1,3,2,1,0
136,1,3,36,1,3,0,0,1,0,0,0,1,1,2,2,3,2,1,0
137,2,3,29,1,3,0,0,1,0,0,0,2,1,2,2,3,2,1,0
142,1,1,45,1,3,0,0,1,0,0,0,1,1,2,1,1,2,1,0
152,1,3,35,1,3,0,0,0,0,0,0,1,1,2,2,3,2,1,0
153,2,2,22,1,3,0,0,0,0,0,0,2,1,2,2,3,2,1,0
166,1,1,60,1,3,0,0,1,0,0,0,1,1,2,2,1,2,1,0
167,2,2,55,1,3,0,0,1,0,0,0,2,2,2,2,1,2,1,1
168,2,2,50,1,3,0,0,1,0,0,0,2,2,2,2,1,2,1,1
172,2,3,18,1,3,0,0,1,0,0,0,1,2,2,2,1,2,1,0
173,2,3,18,1,3,0,0,1,0,0,0,1,2,2,2,1,2,0,0
179,1,1,40,1,3,1,0,0,0,0,0,1,1,2,1,1,2,1,0
180,2,2,26,1,3,0,0,1,0,0,0,2,2,2,2,1,2,1,0
184,1,1,45,1,3,0,0,1,0,0,0,1,1,2,1,3,2,1,0
185,2,2,38,1,3,0,0,1,0,0,0,1,2,1,2,1,2,1,1
187,2,3,18,1,3,0,0,0,0,0,0,1,2,2,2,3,2,0,0
188,1,1,40,1,3,0,0,1,0,0,0,2,1,2,2,1,2,1,1
189,2,2,35,1,3,0,0,0,0,0,0,1,1,2,2,1,2,1,1
194,1,1,45,1,3,0,0,1,0,0,0,1,1,2,2,1,2,1,0
195,2,2,38,1,3,0,0,1,0,0,0,2,1,2,2,1,2,1,0
198,1,1,55,1,1,0,0,1,0,0,0,1,1,2,2,1,2,1,1
199,2,2,45,1,1,0,0,0,0,0,0,2,1,2,2,1,2,1,1
200,1,3,28,1,3,0,0,1,0,0,0,1,1,2,1,1,2,1,0
201,2,3,26,1,-999,0,0,1,0,0,0,2,1,2,1,1,2,1,1
209,1,1,40,1,3,0,0,1,0,0,0,1,1,2,1,1,2,1,0
210,2,2,28,1,3,0,0,1,0,0,0,2,2,2,2,1,2,1,0
215,2,1,70,1,3,0,0,1,0,0,0,2,1,2,2,1,2,1,1
