adjmatrix_key,resp_gend,resp_status,age,religion,caste,kannada,tamil,telugu,hindi,urdu,english,villagenative,workflag,shgparticipate,savings,rationcard,mothertongue_2,Y,Z
1,1,1,46,1,3,1,0,0,0,0,0,1,2,2,2,1,6,1,1
2,2,2,40,1,3,0,0,0,0,0,0,2,2,2,2,1,6,1,1
3,1,3,25,1,3,1,0,0,0,0,0,1,1,2,2,1,6,1,0
4,2,3,19,1,3,1,0,0,0,0,0,2,2,2,2,1,6,1,0
18,1,1,45,1,2,1,0,0,0,0,0,1,1,2,2,1,6,1,1
19,2,2,40,1,2,1,0,0,0,0,0,1,1,1,2,1,6,0,1
26,2,1,45,1,3,1,0,0,0,0,0,2,1,2,1,1,6,1,1
34,1,1,60,1,3,0,0,0,0,0,0,1,1,2,2,1,6,1,1
35,2,2,50,1,3,0,0,0,0,0,0,2,2,1,1,1,6,1,1
36,1,3,28,1,3,1,0,0,0,0,0,1,1,2,1,1,6,1,0
37,2,3,22,1,3,1,0,0,0,0,0,2,2,2,2,1,6,1,0
46,2,1,50,1,2,1,0,0,0,0,0,1,1,1,1,1,6,1,1
51,1,1,40,1,3,0,0,1,0,0,0,1,1,2,2,1,2,1,1
52,2,2,35,1,3,1,0,0,0,0,0,2,2,1,1,1,6,1,1
55,1,1,40,1,2,0,0,0,0,0,0,1,1,2,1,1,6,1,1
56,2,2,36,1,2,1,0,0,0,0,0,1,1,2,1,1,6,1,1
63,1,1,48,1,3,1,0,0,0,0,0,1,1,2,1,1,6,1,1
64,2,2,35,1,3,0,0,0,0,0,0,2,2,2,2,1,6,1,1
69,1,1,55,1,3,1,0,0,0,0,0,1,1,2,2,1,6,1,1
70,2,2,45,1,3,1,0,0,0,0,0,1,2,2,2,1,6,1,1
72,2,3,18,1,1,1,0,0,0,0,0,1,2,2,2,1,6,0,0
77,1,1,60,1,3,0,0,1,1,1,1,2,1,2,1,1,2,1,0
78,2,2,50,1,3,0,0,1,1,1,0,2,2,1,1,1,2,1,0
79,1,1,65,1,2,1,0,0,0,0,0,2,1,2,2,1,6,1,1
80,1,3,39,1,2,1,0,0,0,0,0,1,1,2,2,1,6,0,0
81,2,3,25,1,2,1,0,0,0,0,0,2,2,2,2,1,6,1,0
91,1,1,50,1,3,0,0,1,0,0,0,1,1,2,2,1,2,1,1
92,2,2,40,1,3,0,0,1,0,0,0,2,2,2,2,1,2,1,1
112,1,1,47,1,1,0,0,1,0,0,0,2,1,2,1,1,2,1,0
113,2,2,38,1,1,0,0,1,0,0,0,2,1,2,2,1,2,1,1
118,1,1,60,1,3,0,0,0,0,0,0,1,1,2,2,3,6,1,1
119,2,2,50,1,3,1,0,0,0,0,0,2,1,2,2,3,6,0,1
120,1,3,25,1,3,1,0,0,0,0,0,1,1,2,2,1,6,1,0
121,2,3,20,1,3,1,0,0,0,0,0,2,2,2,2,1,6,1,0
127,2,2,45,1,3,1,0,0,0,0,0,2,2,2,1,1,6,1,0
142,1,1,28,1,3,1,0,0,0,0,0,1,1,2,2,1,6,1,0
145,1,1,40,1,3,1,0,0,0,0,0,1,1,2,2,1,2,1,0
146,2,2,35,1,3,1,0,0,0,0,0,2,2,2,2,1,6,1,1
150,1,3,35,1,3,0,0,1,0,0,0,1,1,2,1,1,2,1,0
151,2,3,26,1,3,1,0,0,0,0,0,2,2,2,2,1,6,1,1
161,1,1,40,1,3,1,0,0,0,0,0,1,1,1,2,3,6,1,0
162,2,2,35,1,3,1,0,0,0,0,0,2,2,1,1,3,6,1,0
165,1,1,27,1,3,1,0,0,0,0,0,1,1,2,2,3,6,1,0
166,2,2,20,1,3,1,0,0,0,0,0,2,2,2,2,3,6,0,1
168,1,1,42,1,3,1,0,0,0,0,0,1,1,2,1,1,6,1,0
169,2,2,35,1,3,1,0,0,0,0,0,1,2,2,2,1,6,1,1
179,2,1,60,1,3,1,0,0,0,0,0,2,2,2,2,3,6,1,1
181,2,3,35,1,3,1,0,0,0,0,0,2,2,2,2,3,6,1,0
184,1,1,35,1,3,1,0,0,0,0,0,1,1,2,1,1,6,1,0
185,2,2,30,1,3,1,0,0,0,0,0,2,1,2,2,1,6,1,1
