adjmatrix_key,resp_gend,resp_status,age,religion,caste,kannada,tamil,telugu,hindi,urdu,english,villagenative,workflag,shgparticipate,savings,rationcard,mothertongue_2,Y,Z
6,1,1,45,1,3,0,0,0,0,0,0,1,1,1,1,1,2,1,1
7,2,2,30,1,3,0,0,0,0,0,0,2,1,1,1,1,2,1,1
13,1,1,55,1,3,0,0,0,0,0,0,2,1,2,2,2,2,1,0
14,2,2,46,1,3,0,0,0,0,0,0,1,1,2,2,2,2,1,1
17,1,1,55,1,3,0,0,0,0,0,0,1,1,1,1,1,2,1,0
18,2,2,38,1,3,0,0,0,0,0,0,2,1,1,1,1,2,1,0
21,1,1,38,1,3,0,0,0,0,0,0,1,1,2,2,1,2,1,0
22,2,2,24,1,3,0,0,0,0,0,0,2,2,2,2,3,2,0,0
33,1,1,45,1,3,0,0,0,0,0,0,2,1,2,2,1,2,1,1
34,2,2,38,1,3,0,0,0,0,0,0,2,1,1,1,1,2,0,1
51,1,1,70,1,3,0,0,0,0,0,0,1,2,2,2,1,2,1,1
52,2,2,60,1,3,0,0,0,0,0,0,1,2,1,1,1,2,1,1
58,1,1,30,1,3,0,0,0,0,0,0,1,1,2,2,1,2,1,1
59,2,2,25,1,3,0,0,0,0,0,0,2,1,2,2,1,2,0,1
62,1,1,40,1,3,0,0,0,0,0,0,1,1,2,2,1,2,1,1
63,2,2,35,1,3,0,0,0,0,0,0,2,1,1,1,1,2,1,1
66,1,1,45,1,3,0,0,0,0,0,0,1,1,2,1,1,2,1,1
67,2,2,38,1,1,0,0,0,0,0,0,2,1,1,1,1,2,1,1
75,1,1,40,1,3,0,0,0,0,0,0,1,1,2,2,1,2,0,1
76,2,2,28,1,3,0,0,0,0,0,0,2,1,1,1,1,2,1,1
79,1,1,50,1,3,0,0,0,0,0,0,1,1,2,2,1,2,1,0
80,2,2,40,1,3,0,0,0,0,0,0,2,2,1,1,1,2,1,1
82,1,1,40,1,3,0,0,0,0,0,0,1,1,2,2,1,2,1,0
83,2,2,30,1,3,0,0,0,0,0,0,2,1,1,1,1,2,0,0
91,1,1,30,1,3,0,0,0,0,0,0,1,1,2,2,1,2,1,0
95,2,3,35,1,3,0,0,0,0,0,0,1,1,1,1,3,2,0,1
97,1,1,39,1,3,0,0,0,0,0,0,1,1,2,1,1,2,1,0
98,2,2,32,1,3,0,0,0,0,0,0,2,2,1,1,1,2,1,0
