adjmatrix_key,resp_gend,resp_status,age,religion,caste,kannada,tamil,telugu,hindi,urdu,english,villagenative,workflag,shgparticipate,savings,rationcard,mothertongue_2,Y,Z
1,1,1,48,1,3,0,0,1,0,0,0,1,1,2,2,1,2,1,0
2,2,2,45,1,3,0,0,0,0,0,0,2,2,1,2,1,2,1,0
3,2,3,18,1,3,0,0,0,0,0,0,1,2,2,1,1,2,0,0
4,1,3,35,1,3,0,0,1,0,0,0,1,1,2,2,1,2,1,0
5,2,3,32,1,3,0,0,1,0,0,0,2,2,1,2,1,2,1,0
8,2,3,22,1,3,0,0,1,0,0,0,2,2,2,2,1,2,1,0
9,1,3,30,1,3,0,0,1,0,0,0,1,1,2,2,1,2,1,0
10,2,3,28,1,3,0,0,0,0,0,0,2,1,1,1,1,2,1,0
15,1,1,25,1,3,0,0,0,0,0,0,1,2,2,2,1,2,1,0
16,2,3,50,1,3,0,0,0,0,0,0,2,1,2,2,1,2,1,1
36,1,1,32,1,3,0,0,1,0,0,0,1,1,2,2,1,2,1,0
37,2,2,20,1,3,0,0,1,0,0,0,2,2,2,2,1,2,1,0
39,2,3,36,1,3,0,0,1,0,0,0,2,2,2,2,1,2,1,0
55,1,1,40,1,3,0,0,1,0,0,0,1,1,2,2,1,2,1,0
56,2,2,35,1,1,0,0,1,0,0,0,1,2,2,2,1,2,1,0
57,2,3,19,1,3,0,0,1,0,0,0,1,2,2,1,1,2,1,0
59,1,3,32,1,3,0,0,1,0,0,0,1,2,2,2,1,2,1,0
60,2,3,28,1,3,0,0,1,0,0,0,2,1,1,1,1,2,1,0
65,1,1,28,1,3,0,0,1,0,0,0,1,1,2,2,1,2,1,0
66,2,2,24,1,3,0,0,0,0,0,0,2,2,2,2,1,2,1,0
71,1,1,45,1,3,0,0,0,0,0,0,1,2,2,2,1,2,1,0
72,2,2,35,1,3,0,0,0,0,0,0,2,2,2,2,1,2,1,0
75,1,1,60,1,3,0,0,0,0,0,0,1,1,2,2,1,2,1,1
76,2,2,50,1,3,0,0,1,0,0,0,1,2,1,2,1,2,1,1
77,1,3,35,1,3,0,0,1,0,0,0,1,2,2,2,1,2,1,0
78,2,3,30,1,3,0,0,1,0,0,0,2,2,2,2,1,2,1,0
81,1,3,28,1,3,0,0,1,0,0,0,1,1,2,2,1,2,1,0
90,1,1,35,1,3,0,0,0,0,0,0,1,1,2,2,3,2,1,0
91,2,2,30,1,3,0,0,0,0,0,0,2,2,1,2,3,2,1,1
103,1,1,45,1,3,0,0,1,0,0,0,1,1,2,1,1,2,1,1
104,2,2,40,1,3,0,0,0,0,0,0,2,1,1,1,1,2,1,0
105,2,3,20,1,3,0,0,1,0,0,0,1,1,1,1,1,2,1,0
116,1,1,35,1,3,0,0,1,0,0,0,1,1,2,1,1,2,1,0
117,2,2,22,1,3,0,0,1,0,0,0,2,2,2,2,1,2,0,0
119,2,3,25,1,3,0,0,1,0,0,1,1,1,2,1,1,2,1,0
120,1,3,75,1,3,0,0,1,0,0,0,1,2,2,1,1,2,1,1
138,1,1,35,1,3,0,0,1,0,0,0,1,1,2,1,1,2,1,0
139,2,2,20,1,3,0,0,0,0,0,0,2,1,2,1,3,2,0,0
145,1,1,60,1,3,0,0,1,0,0,0,1,1,2,2,1,2,1,0
146,2,2,55,1,3,0,0,1,0,0,0,2,2,2,2,1,2,1,1
147,1,3,35,1,3,0,0,1,0,0,0,1,1,2,2,1,2,1,0
148,2,3,30,1,3,0,0,0,0,0,0,2,2,2,2,1,2,1,1
163,1,1,34,1,3,0,0,1,0,0,0,2,1,2,2,3,2,0,0
164,2,2,25,1,3,0,0,1,0,0,0,1,1,2,1,3,2,1,0
167,2,3,45,1,3,0,0,1,0,0,0,1,1,1,1,1,2,1,1
192,2,2,40,1,3,0,0,1,0,0,0,2,1,1,1,1,2,1,0
196,1,1,60,1,3,0,0,1,0,0,0,1,1,2,1,1,2,1,0
197,2,2,55,1,3,0,0,0,0,0,0,2,1,1,1,1,2,1,1
199,2,3,18,1,3,0,0,0,0,0,0,1,1,1,1,1,2,1,0
223,2,1,45,1,3,0,0,1,0,0,0,1,1,1,2,1,2,1,1
225,1,1,35,1,2,0,0,1,0,0,0,1,1,2,2,1,2,1,0
226,2,2,32,1,2,0,0,1,0,0,0,2,2,2,2,1,2,1,1
229,2,3,50,1,2,0,0,1,0,0,0,2,1,2,2,1,2,1,1
236,1,1,40,1,2,1,0,0,0,0,0,1,1,1,1,1,6,1,0
237,2,2,32,1,2,0,0,1,0,0,0,2,2,2,1,1,2,1,0
265,1,1,40,1,1,1,0,0,0,0,0,1,1,2,2,1,6,1,1
266,2,2,35,1,1,1,0,0,0,0,0,2,1,1,1,1,6,1,1
278,2,1,55,1,1,1,0,0,0,0,0,1,1,1,1,1,6,1,1
279,1,3,32,1,1,1,0,0,0,0,0,1,1,2,2,1,6,1,1
280,2,3,28,1,1,0,1,0,0,0,0,1,2,2,2,3,6,0,1
298,1,1,45,1,1,0,0,1,0,0,0,2,1,2,2,1,2,1,1
299,2,2,38,1,1,1,0,0,0,0,0,1,1,1,1,1,6,1,1
304,1,1,27,1,1,0,0,1,0,0,0,1,1,2,2,3,2,1,0
305,2,2,22,1,1,0,0,1,0,0,0,1,2,2,2,3,2,1,0
312,1,1,36,1,1,1,0,0,0,0,0,1,1,2,2,1,6,1,0
